Time (UT), 	 6-12 keV, 	 12-25 keV, 	 25-50 keV, 	 50-100 keV, 	 Attenuator State, 	 Eclipse State 
2013-08-30T02:23:40.000,	60.0,	24.0,	9.0,	20.0,	1.0,	0.0
2013-08-30T02:23:44.000,	64.0,	24.0,	11.0,	20.0,	1.0,	0.0
2013-08-30T02:23:48.000,	64.0,	22.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:23:52.000,	68.0,	26.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:23:56.000,	64.0,	26.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:24:00.000,	60.0,	24.0,	11.0,	20.0,	1.0,	0.0
2013-08-30T02:24:04.000,	60.0,	24.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:24:08.000,	64.0,	26.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:24:12.000,	63.52,	26.24,	11.6,	22.0,	1.0,	0.0
2013-08-30T02:24:16.000,	64.53,	27.07,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:24:20.000,	64.8,	27.6,	12.0,	22.0,	0.0,	0.0
2013-08-30T02:24:24.000,	65.07,	28.13,	12.0,	22.0,	0.0,	0.0
2013-08-30T02:24:28.000,	65.33,	28.67,	12.0,	22.0,	0.0,	0.0
2013-08-30T02:24:32.000,	65.6,	29.2,	12.0,	22.0,	0.0,	0.0
2013-08-30T02:24:36.000,	65.87,	29.73,	12.0,	22.0,	0.0,	0.0
2013-08-30T02:24:40.000,	66.13,	30.27,	12.0,	22.0,	0.0,	0.0
2013-08-30T02:24:44.000,	66.4,	30.8,	12.0,	22.0,	0.0,	0.0
2013-08-30T02:24:48.000,	66.67,	31.33,	12.0,	22.0,	0.0,	0.0
2013-08-30T02:24:52.000,	66.93,	31.87,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:24:56.000,	67.51,	32.3,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:25:00.000,	67.47,	32.93,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:25:04.000,	69.28,	32.96,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:25:08.000,	68.0,	34.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:25:12.000,	76.0,	32.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:25:16.000,	76.0,	32.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:25:20.000,	72.0,	32.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:25:24.000,	68.0,	30.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:25:28.000,	76.0,	34.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:25:32.000,	72.0,	36.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:25:36.000,	72.0,	32.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:25:40.000,	76.0,	32.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:25:44.000,	68.0,	30.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:25:48.000,	80.0,	34.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:25:52.000,	80.0,	36.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:25:56.000,	72.0,	34.0,	11.0,	20.0,	1.0,	0.0
2013-08-30T02:26:00.000,	72.0,	32.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:26:04.000,	84.0,	38.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:26:08.000,	88.0,	38.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:26:12.000,	76.0,	36.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:26:16.000,	88.0,	42.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:26:20.000,	80.0,	40.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:26:24.000,	84.0,	38.0,	13.0,	20.0,	1.0,	0.0
2013-08-30T02:26:28.000,	92.0,	42.0,	11.0,	20.0,	1.0,	0.0
2013-08-30T02:26:32.000,	84.0,	42.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:26:36.000,	76.0,	34.0,	12.0,	20.0,	1.0,	0.0
2013-08-30T02:26:40.000,	84.0,	40.0,	12.0,	20.0,	1.0,	0.0
2013-08-30T02:26:44.000,	76.0,	34.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:26:48.000,	84.0,	38.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:26:52.000,	80.0,	34.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:26:56.000,	92.0,	40.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:27:00.000,	92.0,	38.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:27:04.000,	84.0,	38.0,	13.0,	22.0,	1.0,	0.0
2013-08-30T02:27:08.000,	80.0,	36.0,	13.0,	22.0,	1.0,	0.0
2013-08-30T02:27:12.000,	76.0,	34.0,	11.0,	20.0,	1.0,	0.0
2013-08-30T02:27:16.000,	88.0,	38.0,	13.0,	22.0,	1.0,	0.0
2013-08-30T02:27:20.000,	76.0,	30.0,	12.0,	20.0,	1.0,	0.0
2013-08-30T02:27:24.000,	84.0,	32.0,	13.0,	22.0,	1.0,	0.0
2013-08-30T02:27:28.000,	84.0,	36.0,	13.0,	22.0,	1.0,	0.0
2013-08-30T02:27:32.000,	88.0,	38.0,	13.0,	20.0,	1.0,	0.0
2013-08-30T02:27:36.000,	88.0,	34.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:27:40.000,	88.0,	36.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:27:44.000,	80.0,	32.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:27:48.000,	96.0,	36.0,	13.0,	20.0,	1.0,	0.0
2013-08-30T02:27:52.000,	88.0,	34.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:27:56.000,	84.0,	34.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:28:00.000,	76.0,	30.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:28:04.000,	84.0,	32.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:28:08.000,	96.0,	34.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:28:12.000,	88.0,	34.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:28:16.000,	84.0,	28.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:28:20.000,	84.0,	30.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:28:24.000,	88.0,	30.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:28:28.000,	88.0,	28.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:28:32.000,	72.0,	24.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:28:36.000,	75.84,	24.8,	11.0,	22.24,	1.0,	0.0
2013-08-30T02:28:40.000,	74.92,	24.45,	11.0,	21.94,	1.0,	0.0
2013-08-30T02:28:44.000,	75.58,	24.48,	11.0,	21.82,	1.0,	0.0
2013-08-30T02:28:48.000,	75.46,	24.32,	11.0,	21.62,	0.0,	0.0
2013-08-30T02:28:52.000,	75.46,	24.19,	11.0,	21.42,	0.0,	0.0
2013-08-30T02:28:56.000,	75.2,	24.0,	11.0,	21.2,	0.0,	0.0
2013-08-30T02:29:00.000,	75.73,	24.0,	11.0,	21.07,	0.0,	0.0
2013-08-30T02:29:04.000,	76.27,	24.0,	11.0,	20.93,	0.0,	0.0
2013-08-30T02:29:08.000,	76.8,	24.0,	11.0,	20.8,	0.0,	0.0
2013-08-30T02:29:12.000,	77.33,	24.0,	11.0,	20.67,	0.0,	0.0
2013-08-30T02:29:16.000,	77.87,	24.0,	11.0,	20.53,	1.0,	0.0
2013-08-30T02:29:20.000,	78.54,	24.08,	10.92,	20.41,	1.0,	0.0
2013-08-30T02:29:24.000,	78.93,	24.0,	11.0,	20.27,	1.0,	0.0
2013-08-30T02:29:28.000,	80.16,	24.4,	10.6,	20.16,	1.0,	0.0
2013-08-30T02:29:32.000,	80.0,	24.0,	11.0,	20.0,	1.0,	0.0
2013-08-30T02:29:36.000,	84.0,	26.0,	9.0,	20.0,	1.0,	0.0
2013-08-30T02:29:40.000,	88.0,	26.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:29:44.000,	92.0,	30.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:29:48.000,	88.0,	30.0,	13.0,	22.0,	1.0,	0.0
2013-08-30T02:29:52.000,	84.0,	24.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:29:56.000,	84.0,	26.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:30:00.000,	80.0,	24.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:30:04.000,	88.0,	26.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:30:08.000,	92.0,	26.0,	9.0,	20.0,	1.0,	0.0
2013-08-30T02:30:12.000,	80.0,	24.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:30:16.000,	80.0,	24.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:30:20.000,	84.0,	24.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:30:24.000,	88.0,	22.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:30:28.000,	92.0,	26.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:30:32.000,	84.0,	24.0,	9.0,	20.0,	1.0,	0.0
2013-08-30T02:30:36.000,	84.0,	24.0,	8.0,	20.0,	1.0,	0.0
2013-08-30T02:30:40.000,	88.0,	26.0,	9.0,	20.0,	1.0,	0.0
2013-08-30T02:30:44.000,	92.0,	24.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:30:48.000,	88.0,	24.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:30:52.000,	88.0,	22.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:30:56.000,	84.0,	20.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:31:00.000,	88.0,	24.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:31:04.000,	84.0,	22.0,	11.0,	20.0,	1.0,	0.0
2013-08-30T02:31:08.000,	76.0,	20.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:31:12.000,	84.0,	20.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:31:16.000,	80.0,	20.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:31:20.000,	80.0,	20.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:31:24.000,	80.0,	20.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:31:28.000,	92.0,	22.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:31:32.000,	88.0,	22.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:31:36.000,	84.0,	20.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:31:40.000,	84.0,	20.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:31:44.000,	88.0,	22.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:31:48.000,	88.0,	20.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:31:52.000,	84.0,	20.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:31:56.000,	88.0,	22.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:32:00.000,	88.0,	20.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:32:04.000,	88.0,	22.0,	11.0,	20.0,	1.0,	0.0
2013-08-30T02:32:08.000,	84.0,	20.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:32:12.000,	88.0,	20.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:32:16.000,	88.0,	20.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:32:20.000,	88.0,	20.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:32:24.000,	88.0,	20.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:32:28.000,	84.0,	20.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:32:32.000,	88.0,	22.0,	8.0,	22.0,	1.0,	0.0
2013-08-30T02:32:36.000,	84.0,	18.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:32:40.000,	80.0,	20.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:32:44.000,	80.0,	18.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:32:48.000,	88.0,	22.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:32:52.000,	84.0,	18.0,	9.0,	20.0,	1.0,	0.0
2013-08-30T02:32:56.000,	92.0,	22.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:33:00.000,	84.0,	18.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:33:04.000,	85.28,	18.96,	9.92,	20.4,	1.0,	0.0
2013-08-30T02:33:08.000,	84.33,	18.73,	9.86,	20.22,	1.0,	0.0
2013-08-30T02:33:12.000,	84.13,	18.9,	9.79,	20.24,	1.0,	0.0
2013-08-30T02:33:16.000,	83.55,	18.86,	9.73,	20.16,	0.0,	0.0
2013-08-30T02:33:20.000,	83.04,	18.87,	9.66,	20.1,	0.0,	0.0
2013-08-30T02:33:24.000,	82.4,	18.8,	9.6,	20.0,	0.0,	0.0
2013-08-30T02:33:28.000,	82.13,	18.93,	9.53,	20.0,	0.0,	0.0
2013-08-30T02:33:32.000,	81.87,	19.07,	9.47,	20.0,	0.0,	0.0
2013-08-30T02:33:36.000,	81.6,	19.2,	9.4,	20.0,	0.0,	0.0
2013-08-30T02:33:40.000,	81.33,	19.33,	9.33,	20.0,	0.0,	0.0
2013-08-30T02:33:44.000,	81.07,	19.47,	9.27,	20.0,	1.0,	0.0
2013-08-30T02:33:48.000,	81.13,	19.59,	9.2,	20.08,	1.0,	0.0
2013-08-30T02:33:52.000,	80.53,	19.73,	9.13,	20.0,	1.0,	0.0
2013-08-30T02:33:56.000,	81.92,	19.84,	9.08,	20.4,	1.0,	0.0
2013-08-30T02:34:00.000,	80.0,	20.0,	9.0,	20.0,	1.0,	0.0
2013-08-30T02:34:04.000,	88.0,	20.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:34:08.000,	76.0,	16.0,	9.0,	20.0,	1.0,	0.0
2013-08-30T02:34:12.000,	80.0,	18.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:34:16.000,	92.0,	20.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:34:20.000,	80.0,	18.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:34:24.000,	76.0,	20.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:34:28.000,	88.0,	18.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:34:32.000,	88.0,	20.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:34:36.000,	76.0,	18.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:34:40.000,	80.0,	20.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:34:44.000,	84.0,	20.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:34:48.000,	88.0,	20.0,	9.0,	20.0,	1.0,	0.0
2013-08-30T02:34:52.000,	80.0,	18.0,	9.0,	20.0,	1.0,	0.0
2013-08-30T02:34:56.000,	84.0,	20.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:35:00.000,	88.0,	18.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:35:04.000,	80.0,	18.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:35:08.000,	88.0,	18.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:35:12.000,	80.0,	18.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:35:16.000,	80.0,	18.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:35:20.000,	80.0,	18.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:35:24.000,	88.0,	20.0,	12.0,	20.0,	1.0,	0.0
2013-08-30T02:35:28.000,	76.0,	16.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:35:32.000,	80.0,	18.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:35:36.000,	72.0,	18.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:35:40.000,	84.0,	20.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:35:44.000,	88.0,	20.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:35:48.000,	76.0,	18.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:35:52.000,	76.0,	16.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:35:56.000,	68.0,	18.0,	10.0,	20.0,	1.0,	0.0
2013-08-30T02:36:00.000,	80.0,	18.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:36:04.000,	84.0,	20.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:36:08.000,	88.0,	20.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:36:12.000,	76.0,	18.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:36:16.000,	80.0,	18.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:36:20.000,	76.0,	18.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:36:24.000,	76.0,	18.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:36:28.000,	84.0,	20.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:36:32.000,	76.0,	16.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:36:36.000,	84.0,	18.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:36:40.000,	80.0,	18.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:36:44.000,	68.0,	15.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:36:48.000,	80.0,	18.0,	9.0,	22.0,	1.0,	0.0
2013-08-30T02:36:52.000,	76.0,	16.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:36:56.000,	80.0,	18.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:37:00.000,	80.0,	18.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:37:04.000,	72.0,	18.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:37:08.000,	76.0,	16.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:37:12.000,	72.0,	16.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:37:16.000,	76.0,	16.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:37:20.000,	84.0,	18.0,	11.0,	20.0,	1.0,	0.0
2013-08-30T02:37:24.000,	84.0,	18.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:37:28.000,	68.0,	16.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:37:32.000,	71.84,	16.4,	10.2,	24.0,	1.0,	0.0
2013-08-30T02:37:36.000,	70.92,	16.22,	10.11,	24.0,	1.0,	0.0
2013-08-30T02:37:40.000,	71.58,	16.24,	10.12,	24.0,	1.0,	0.0
2013-08-30T02:37:44.000,	71.46,	16.16,	10.08,	24.0,	0.0,	0.0
2013-08-30T02:37:48.000,	71.46,	16.1,	10.05,	24.0,	0.0,	0.0
2013-08-30T02:37:52.000,	71.2,	16.0,	10.0,	24.0,	0.0,	0.0
2013-08-30T02:37:56.000,	71.73,	16.0,	10.0,	24.0,	0.0,	0.0
2013-08-30T02:38:00.000,	72.27,	16.0,	10.0,	22.0,	0.0,	0.0
2013-08-30T02:38:04.000,	72.8,	16.0,	10.0,	22.88,	0.0,	0.0
2013-08-30T02:38:08.000,	73.33,	16.0,	10.0,	22.8,	0.0,	0.0
2013-08-30T02:38:12.000,	73.87,	16.0,	10.0,	23.2,	1.0,	0.0
2013-08-30T02:38:16.000,	74.22,	16.0,	10.04,	22.72,	1.0,	0.0
2013-08-30T02:38:20.000,	74.93,	16.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:38:24.000,	74.56,	16.0,	10.2,	20.0,	1.0,	0.0
2013-08-30T02:38:28.000,	76.0,	16.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:38:32.000,	72.0,	16.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:38:36.000,	76.0,	16.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:38:40.000,	64.0,	13.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:38:44.000,	68.0,	15.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:38:48.000,	72.0,	15.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:38:52.000,	76.0,	16.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:38:56.000,	80.0,	16.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:39:00.000,	72.0,	16.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:39:04.000,	72.0,	18.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:39:08.000,	72.0,	15.0,	12.0,	22.0,	1.0,	0.0
2013-08-30T02:39:12.000,	64.0,	14.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:39:16.000,	68.0,	16.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:39:20.000,	68.0,	13.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:39:24.000,	72.0,	16.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:39:28.000,	72.0,	14.0,	10.0,	22.0,	1.0,	0.0
2013-08-30T02:39:32.000,	72.0,	15.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:39:36.000,	76.0,	16.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:39:40.000,	64.0,	15.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:39:44.000,	64.0,	15.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:39:48.000,	72.0,	16.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:39:52.000,	72.0,	16.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:39:56.000,	72.0,	18.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:40:00.000,	68.0,	16.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:40:04.000,	64.0,	14.0,	12.0,	26.0,	1.0,	0.0
2013-08-30T02:40:08.000,	72.0,	16.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:40:12.000,	64.0,	15.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:40:16.000,	56.0,	13.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:40:20.000,	68.0,	14.0,	11.0,	26.0,	1.0,	0.0
2013-08-30T02:40:24.000,	64.0,	16.0,	11.0,	22.0,	1.0,	0.0
2013-08-30T02:40:28.000,	68.0,	15.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:40:32.000,	72.0,	16.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:40:36.000,	72.0,	16.0,	13.0,	22.0,	1.0,	0.0
2013-08-30T02:40:40.000,	68.0,	15.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:40:44.000,	68.0,	15.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:40:48.000,	60.0,	13.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:40:52.000,	68.0,	16.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:40:56.000,	64.0,	15.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:41:00.000,	64.0,	15.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:41:04.000,	64.0,	15.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:41:08.000,	68.0,	16.0,	10.0,	24.0,	1.0,	0.0
2013-08-30T02:41:12.000,	60.0,	15.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:41:16.000,	72.0,	16.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:41:20.000,	64.0,	15.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:41:24.000,	68.0,	15.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:41:28.000,	68.0,	14.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:41:32.000,	68.0,	15.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:41:36.000,	60.0,	14.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:41:40.000,	60.0,	14.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:41:44.000,	68.0,	15.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:41:48.000,	68.0,	16.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:41:52.000,	60.0,	15.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:41:56.000,	68.0,	16.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:42:00.000,	60.0,	13.0,	13.0,	24.0,	1.0,	0.0
2013-08-30T02:42:04.000,	60.0,	13.0,	13.0,	24.0,	1.0,	0.0
2013-08-30T02:42:08.000,	64.0,	16.0,	12.0,	26.0,	1.0,	0.0
2013-08-30T02:42:12.000,	64.0,	14.0,	11.0,	26.0,	1.0,	0.0
2013-08-30T02:42:16.000,	64.0,	14.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:42:20.000,	64.0,	14.0,	11.0,	26.0,	1.0,	0.0
2013-08-30T02:42:24.000,	64.0,	15.0,	12.0,	26.0,	1.0,	0.0
2013-08-30T02:42:28.000,	60.0,	13.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:42:32.000,	60.0,	15.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:42:36.000,	60.0,	14.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:42:40.000,	64.0,	14.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:42:44.000,	60.0,	13.0,	14.0,	26.0,	1.0,	0.0
2013-08-30T02:42:48.000,	56.0,	14.0,	13.0,	24.0,	1.0,	0.0
2013-08-30T02:42:52.000,	60.0,	15.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:42:56.000,	60.0,	14.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:43:00.000,	52.0,	12.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:43:04.000,	64.0,	15.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:43:08.000,	60.0,	16.0,	11.0,	24.0,	1.0,	0.0
2013-08-30T02:43:12.000,	64.0,	14.0,	12.0,	26.0,	1.0,	0.0
2013-08-30T02:43:16.000,	56.0,	14.0,	12.0,	26.0,	1.0,	0.0
2013-08-30T02:43:20.000,	60.0,	14.0,	14.0,	28.0,	1.0,	0.0
2013-08-30T02:43:24.000,	56.0,	13.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:43:28.000,	60.0,	15.0,	13.0,	24.0,	1.0,	0.0
2013-08-30T02:43:32.000,	52.0,	14.0,	14.0,	24.0,	1.0,	0.0
2013-08-30T02:43:36.000,	56.0,	13.0,	12.0,	26.0,	1.0,	0.0
2013-08-30T02:43:40.000,	64.0,	16.0,	14.0,	28.0,	1.0,	0.0
2013-08-30T02:43:44.000,	56.0,	15.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:43:48.000,	60.0,	15.0,	14.0,	26.0,	1.0,	0.0
2013-08-30T02:43:52.000,	64.0,	15.0,	12.0,	26.0,	1.0,	0.0
2013-08-30T02:43:56.000,	60.0,	13.0,	12.0,	26.0,	1.0,	0.0
2013-08-30T02:44:00.000,	60.0,	14.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:44:04.000,	60.0,	13.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:44:08.000,	56.0,	13.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:44:12.000,	60.0,	13.0,	14.0,	26.0,	1.0,	0.0
