Time (UT), 	 6-12 keV, 	 12-25 keV, 	 25-50 keV, 	 50-100 keV, 	 Attenuator State, 	 Eclipse State 
2013-08-30T02:44:16.000,	64.0,	15.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:44:20.000,	60.0,	14.0,	12.0,	24.0,	1.0,	0.0
2013-08-30T02:44:24.000,	56.0,	13.0,	12.0,	26.0,	1.0,	0.0
2013-08-30T02:44:28.000,	56.0,	13.0,	13.0,	28.0,	1.0,	0.0
2013-08-30T02:44:32.000,	64.0,	16.0,	13.0,	24.0,	1.0,	0.0
2013-08-30T02:44:36.000,	64.0,	15.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:44:40.000,	60.0,	16.0,	14.0,	28.0,	1.0,	0.0
2013-08-30T02:44:44.000,	60.0,	13.0,	14.0,	24.0,	1.0,	0.0
2013-08-30T02:44:48.000,	56.0,	15.0,	14.0,	26.0,	1.0,	0.0
2013-08-30T02:44:52.000,	52.0,	13.0,	14.0,	24.0,	1.0,	0.0
2013-08-30T02:44:56.000,	56.0,	13.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:45:00.000,	56.0,	14.0,	14.0,	26.0,	1.0,	0.0
2013-08-30T02:45:04.000,	56.0,	14.0,	14.0,	26.0,	1.0,	0.0
2013-08-30T02:45:08.000,	48.0,	13.0,	14.0,	26.0,	1.0,	0.0
2013-08-30T02:45:12.000,	64.0,	15.0,	15.0,	28.0,	1.0,	0.0
2013-08-30T02:45:16.000,	56.0,	15.0,	13.0,	28.0,	1.0,	0.0
2013-08-30T02:45:20.000,	60.0,	14.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:45:24.000,	60.0,	15.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:45:28.000,	60.0,	15.0,	13.0,	24.0,	1.0,	0.0
2013-08-30T02:45:32.000,	60.0,	15.0,	14.0,	28.0,	1.0,	0.0
2013-08-30T02:45:36.000,	60.0,	15.0,	14.0,	28.0,	1.0,	0.0
2013-08-30T02:45:40.000,	60.0,	15.0,	14.0,	28.0,	1.0,	0.0
2013-08-30T02:45:44.000,	60.0,	16.0,	14.0,	28.0,	1.0,	0.0
2013-08-30T02:45:48.000,	60.0,	16.0,	14.0,	26.0,	1.0,	0.0
2013-08-30T02:45:52.000,	64.0,	16.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:45:56.000,	64.0,	16.0,	14.0,	26.0,	1.0,	0.0
2013-08-30T02:46:00.000,	60.0,	16.0,	15.0,	28.0,	1.0,	0.0
2013-08-30T02:46:04.000,	52.0,	14.0,	14.0,	26.0,	1.0,	0.0
2013-08-30T02:46:08.000,	56.0,	14.0,	15.0,	28.0,	1.0,	0.0
2013-08-30T02:46:12.000,	64.0,	16.0,	14.0,	26.0,	1.0,	0.0
2013-08-30T02:46:16.000,	52.0,	14.0,	13.0,	26.0,	1.0,	0.0
2013-08-30T02:46:20.000,	60.0,	15.0,	13.0,	28.0,	1.0,	0.0
2013-08-30T02:46:24.000,	56.0,	16.0,	14.0,	28.0,	1.0,	0.0
2013-08-30T02:46:28.000,	60.0,	15.0,	13.0,	28.0,	1.0,	0.0
2013-08-30T02:46:32.000,	60.0,	15.0,	13.0,	28.0,	1.0,	0.0
2013-08-30T02:46:36.000,	60.0,	16.0,	16.0,	28.0,	1.0,	0.0
2013-08-30T02:46:40.000,	56.0,	15.0,	15.0,	28.0,	1.0,	0.0
2013-08-30T02:46:44.000,	52.0,	14.0,	15.0,	26.0,	1.0,	0.0
2013-08-30T02:46:48.000,	56.0,	14.0,	14.0,	30.0,	1.0,	0.0
2013-08-30T02:46:52.000,	52.0,	15.0,	14.0,	28.0,	1.0,	0.0
2013-08-30T02:46:56.000,	60.0,	16.0,	15.0,	28.0,	1.0,	0.0
2013-08-30T02:47:00.000,	60.0,	16.0,	14.0,	26.0,	1.0,	0.0
2013-08-30T02:47:04.000,	56.0,	15.0,	13.0,	28.0,	1.0,	0.0
2013-08-30T02:47:08.000,	60.0,	15.0,	13.0,	28.0,	1.0,	0.0
2013-08-30T02:47:12.000,	56.0,	14.0,	13.0,	28.0,	1.0,	0.0
2013-08-30T02:47:16.000,	60.0,	16.0,	14.0,	26.0,	1.0,	0.0
2013-08-30T02:47:20.000,	52.0,	16.0,	14.0,	30.0,	1.0,	0.0
2013-08-30T02:47:24.000,	56.0,	16.17,	14.14,	28.37,	1.0,	0.0
2013-08-30T02:47:28.000,	54.24,	16.3,	14.24,	28.09,	1.0,	0.0
2013-08-30T02:47:32.000,	54.4,	16.44,	14.36,	27.35,	1.0,	0.0
2013-08-30T02:47:36.000,	53.6,	16.57,	14.47,	26.85,	1.0,	0.0
2013-08-30T02:47:40.000,	53.76,	16.71,	14.58,	26.3,	1.0,	0.0
2013-08-30T02:47:44.000,	52.0,	16.84,	14.69,	25.83,	1.0,	0.0
2013-08-30T02:47:48.000,	56.0,	16.98,	14.81,	25.14,	1.0,	0.0
2013-08-30T02:47:52.000,	52.0,	17.09,	14.57,	25.02,	1.0,	0.0
2013-08-30T02:47:56.000,	56.0,	17.26,	15.04,	23.75,	1.0,	0.0
2013-08-30T02:48:00.000,	56.0,	17.25,	13.37,	25.92,	1.0,	0.0
2013-08-30T02:48:04.000,	56.0,	14.94,	13.38,	28.1,	1.0,	0.0
2013-08-30T02:48:08.000,	56.0,	16.08,	13.39,	25.95,	1.0,	0.0
2013-08-30T02:48:12.000,	52.0,	16.07,	13.39,	23.8,	1.0,	0.0
2013-08-30T02:48:16.000,	52.0,	14.91,	15.07,	28.14,	1.0,	0.0
2013-08-30T02:48:20.000,	52.0,	14.91,	13.4,	23.82,	1.0,	0.0
2013-08-30T02:48:24.000,	56.0,	16.04,	13.41,	28.16,	1.0,	0.0
2013-08-30T02:48:28.000,	52.0,	14.89,	13.42,	26.01,	1.0,	0.0
2013-08-30T02:48:32.000,	52.0,	14.88,	11.75,	26.02,	1.0,	0.0
2013-08-30T02:48:36.000,	52.0,	14.87,	15.11,	28.2,	1.0,	0.0
2013-08-30T02:48:40.000,	52.0,	16.01,	15.12,	28.22,	1.0,	0.0
2013-08-30T02:48:44.000,	46.0,	13.71,	13.44,	26.06,	1.0,	0.0
2013-08-30T02:48:48.000,	52.0,	14.85,	15.13,	28.25,	1.0,	0.0
2013-08-30T02:48:52.000,	46.0,	13.7,	16.82,	26.08,	1.0,	0.0
2013-08-30T02:48:56.000,	60.0,	18.25,	15.15,	28.27,	1.0,	0.0
2013-08-30T02:49:00.000,	56.0,	15.96,	15.15,	26.11,	1.0,	0.0
2013-08-30T02:49:04.000,	56.0,	14.81,	15.16,	28.3,	1.0,	0.0
2013-08-30T02:49:08.000,	48.0,	14.8,	13.48,	23.96,	1.0,	0.0
2013-08-30T02:49:12.000,	56.0,	15.93,	15.18,	28.33,	1.0,	0.0
2013-08-30T02:49:16.000,	56.0,	17.06,	13.5,	28.34,	1.0,	0.0
2013-08-30T02:49:20.000,	52.0,	13.64,	15.19,	23.99,	1.0,	0.0
2013-08-30T02:49:24.000,	56.0,	15.91,	13.51,	28.37,	1.0,	0.0
2013-08-30T02:49:28.000,	56.0,	15.9,	15.2,	28.38,	1.0,	0.0
2013-08-30T02:49:32.000,	52.0,	14.75,	13.52,	28.39,	1.0,	0.0
2013-08-30T02:49:36.000,	52.0,	15.88,	13.53,	26.22,	1.0,	0.0
2013-08-30T02:49:40.000,	56.0,	15.87,	15.23,	28.42,	1.0,	0.0
2013-08-30T02:49:44.000,	52.0,	14.73,	13.54,	28.44,	1.0,	0.0
2013-08-30T02:49:48.000,	52.0,	15.85,	15.24,	30.64,	1.0,	0.0
2013-08-30T02:49:52.000,	48.0,	13.58,	15.25,	30.65,	1.0,	0.0
2013-08-30T02:49:56.000,	56.0,	18.09,	15.26,	28.48,	1.0,	0.0
2013-08-30T02:50:00.000,	56.0,	16.95,	16.96,	30.68,	1.0,	0.0
2013-08-30T02:50:04.000,	56.0,	14.69,	13.57,	28.5,	1.0,	0.0
2013-08-30T02:50:08.000,	52.0,	14.68,	16.97,	26.32,	1.0,	0.0
2013-08-30T02:50:12.000,	52.0,	15.8,	15.28,	24.14,	1.0,	0.0
2013-08-30T02:50:16.000,	52.0,	13.53,	16.99,	28.54,	1.0,	0.0
2013-08-30T02:50:20.000,	56.0,	14.65,	17.0,	30.76,	1.0,	0.0
2013-08-30T02:50:24.000,	52.0,	15.77,	17.01,	26.37,	1.0,	0.0
2013-08-30T02:50:28.000,	52.0,	16.89,	15.31,	26.39,	1.0,	0.0
2013-08-30T02:50:32.000,	56.0,	15.75,	15.32,	30.8,	1.0,	0.0
2013-08-30T02:50:36.000,	52.0,	13.49,	15.33,	26.41,	1.0,	0.0
2013-08-30T02:50:40.000,	56.0,	14.61,	17.04,	28.63,	1.0,	0.0
2013-08-30T02:50:44.000,	52.0,	15.72,	15.34,	28.64,	1.0,	0.0
2013-08-30T02:50:48.000,	52.0,	17.96,	17.06,	30.86,	1.0,	0.0
2013-08-30T02:50:52.000,	46.0,	14.58,	13.65,	28.67,	1.0,	0.0
2013-08-30T02:50:56.000,	48.0,	14.57,	13.66,	26.47,	1.0,	0.0
2013-08-30T02:51:00.000,	52.0,	14.57,	11.96,	28.69,	1.0,	0.0
2013-08-30T02:51:04.000,	56.0,	15.68,	15.38,	28.71,	1.0,	0.0
2013-08-30T02:51:08.000,	52.0,	15.67,	15.39,	26.51,	1.0,	0.0
2013-08-30T02:51:12.000,	52.0,	14.54,	15.39,	26.52,	1.0,	0.0
2013-08-30T02:51:16.000,	52.0,	16.77,	15.4,	28.75,	1.0,	0.0
2013-08-30T02:51:20.000,	52.0,	14.52,	15.41,	28.76,	1.0,	0.0
2013-08-30T02:51:24.000,	52.0,	15.63,	17.13,	30.99,	1.0,	0.0
2013-08-30T02:51:28.000,	48.0,	15.62,	15.42,	28.79,	1.0,	0.0
2013-08-30T02:51:32.000,	52.0,	16.73,	13.72,	28.8,	1.0,	0.0
2013-08-30T02:51:36.000,	52.0,	15.6,	15.44,	31.03,	1.0,	0.0
2013-08-30T02:51:40.000,	46.0,	13.37,	13.73,	28.83,	1.0,	0.0
2013-08-30T02:51:44.000,	52.0,	15.59,	17.17,	28.84,	1.0,	0.0
2013-08-30T02:51:48.000,	52.0,	15.58,	17.18,	26.64,	1.0,	0.0
2013-08-30T02:51:52.000,	52.0,	15.57,	15.47,	26.65,	1.0,	0.0
2013-08-30T02:51:56.000,	52.0,	13.34,	15.47,	28.89,	1.0,	0.0
2013-08-30T02:52:00.000,	52.0,	14.44,	12.04,	28.9,	1.0,	0.0
2013-08-30T02:52:04.000,	52.0,	15.54,	17.21,	28.91,	1.0,	0.0
2013-08-30T02:52:08.000,	48.0,	15.53,	15.5,	28.93,	1.0,	0.0
2013-08-30T02:52:12.000,	48.0,	14.41,	17.23,	26.71,	1.0,	0.0
2013-08-30T02:52:16.000,	56.0,	15.51,	17.23,	31.18,	1.0,	0.0
2013-08-30T02:52:20.000,	48.0,	16.61,	15.52,	28.97,	1.0,	0.0
2013-08-30T02:52:24.000,	48.0,	14.39,	15.53,	31.21,	1.0,	0.0
2013-08-30T02:52:28.000,	48.0,	17.7,	17.26,	28.99,	1.0,	0.0
2013-08-30T02:52:32.000,	56.0,	14.37,	18.99,	29.01,	1.0,	0.0
2013-08-30T02:52:36.000,	48.0,	15.47,	13.82,	29.02,	1.0,	0.0
2013-08-30T02:52:40.000,	52.0,	14.35,	15.55,	29.03,	1.0,	0.0
2013-08-30T02:52:44.000,	52.0,	14.34,	15.56,	33.52,	1.0,	0.0
2013-08-30T02:52:48.000,	52.0,	15.44,	15.57,	31.3,	1.0,	0.0
2013-08-30T02:52:52.000,	46.0,	15.43,	15.58,	26.84,	1.0,	0.0
2013-08-30T02:52:56.000,	52.0,	16.52,	15.58,	29.09,	1.0,	0.0
2013-08-30T02:53:00.000,	52.0,	14.31,	13.86,	26.86,	1.0,	0.0
2013-08-30T02:53:04.000,	52.0,	14.3,	15.6,	31.36,	1.0,	0.0
2013-08-30T02:53:08.000,	52.0,	16.49,	13.87,	31.37,	1.0,	0.0
2013-08-30T02:53:12.000,	48.0,	15.38,	13.88,	26.9,	1.0,	0.0
2013-08-30T02:53:16.000,	48.0,	15.37,	15.62,	26.91,	1.0,	0.0
2013-08-30T02:53:20.000,	52.0,	14.27,	15.63,	29.17,	1.0,	0.0
2013-08-30T02:53:24.000,	48.0,	13.16,	15.63,	29.18,	1.0,	0.0
2013-08-30T02:53:28.000,	46.0,	13.15,	13.9,	29.2,	1.0,	0.0
2013-08-30T02:53:32.000,	48.0,	14.24,	15.65,	24.72,	1.0,	0.0
2013-08-30T02:53:36.000,	48.0,	14.23,	15.66,	26.98,	1.0,	0.0
2013-08-30T02:53:40.000,	52.0,	14.23,	15.66,	29.24,	1.0,	0.0
2013-08-30T02:53:44.000,	52.0,	15.31,	15.67,	29.25,	1.0,	0.0
2013-08-30T02:53:48.000,	52.0,	14.21,	13.94,	29.27,	1.0,	0.0
2013-08-30T02:53:52.000,	46.0,	14.2,	15.69,	27.03,	1.0,	0.0
2013-08-30T02:53:56.000,	48.0,	14.19,	17.44,	29.29,	1.0,	0.0
2013-08-30T02:54:00.000,	52.0,	14.18,	15.7,	29.31,	1.0,	0.0
2013-08-30T02:54:04.000,	48.0,	14.17,	15.71,	27.07,	1.0,	0.0
2013-08-30T02:54:08.000,	52.0,	15.26,	13.97,	29.33,	1.0,	0.0
2013-08-30T02:54:12.000,	52.0,	14.16,	15.72,	31.61,	1.0,	0.0
2013-08-30T02:54:16.000,	48.0,	13.06,	15.73,	27.1,	1.0,	0.0
2013-08-30T02:54:20.000,	48.0,	11.96,	15.74,	29.38,	1.0,	0.0
2013-08-30T02:54:24.000,	48.0,	11.96,	15.74,	24.87,	1.0,	0.0
2013-08-30T02:54:28.000,	52.0,	15.21,	17.5,	29.4,	1.0,	0.0
2013-08-30T02:54:32.000,	44.0,	13.03,	17.51,	24.89,	1.0,	0.0
2013-08-30T02:54:36.000,	48.0,	14.11,	14.01,	31.69,	1.0,	0.0
2013-08-30T02:54:40.000,	48.0,	14.1,	15.77,	31.71,	1.0,	0.0
2013-08-30T02:54:44.000,	52.0,	16.26,	14.03,	31.72,	1.0,	0.0
2013-08-30T02:54:48.000,	52.0,	14.08,	14.03,	29.47,	1.0,	0.0
2013-08-30T02:54:52.000,	52.0,	14.07,	14.04,	29.48,	1.0,	0.0
2013-08-30T02:54:56.000,	52.0,	15.15,	17.56,	31.77,	1.0,	0.0
2013-08-30T02:55:00.000,	48.0,	12.97,	15.81,	29.51,	1.0,	0.0
2013-08-30T02:55:04.000,	48.0,	15.13,	15.82,	29.53,	1.0,	0.0
2013-08-30T02:55:08.000,	48.0,	14.04,	15.82,	29.54,	1.0,	0.0
2013-08-30T02:55:12.000,	52.0,	14.03,	17.59,	34.1,	1.0,	0.0
2013-08-30T02:55:16.000,	46.0,	11.86,	15.84,	29.57,	1.0,	0.0
2013-08-30T02:55:20.000,	44.0,	14.01,	14.09,	29.58,	1.0,	0.0
2013-08-30T02:55:24.000,	46.0,	11.85,	14.09,	29.59,	1.0,	0.0
2013-08-30T02:55:28.000,	52.0,	15.07,	15.86,	31.88,	1.0,	0.0
2013-08-30T02:55:32.000,	48.0,	15.06,	14.1,	27.34,	1.0,	0.0
2013-08-30T02:55:36.000,	48.0,	12.9,	15.88,	29.63,	1.0,	0.0
2013-08-30T02:55:40.000,	48.0,	13.97,	17.65,	31.93,	1.0,	0.0
2013-08-30T02:55:44.000,	48.0,	13.96,	15.89,	27.38,	1.0,	0.0
2013-08-30T02:55:48.000,	52.0,	16.1,	15.9,	27.39,	1.0,	0.0
2013-08-30T02:55:52.000,	52.0,	12.87,	15.9,	27.4,	1.0,	0.0
2013-08-30T02:55:56.000,	48.0,	12.86,	15.91,	34.27,	1.0,	0.0
2013-08-30T02:56:00.000,	48.0,	12.86,	15.92,	32.0,	1.0,	0.0
2013-08-30T02:56:04.000,	48.0,	12.85,	15.93,	27.44,	1.0,	0.0
2013-08-30T02:56:08.000,	48.0,	14.98,	14.16,	29.74,	1.0,	0.0
2013-08-30T02:56:12.000,	52.0,	12.83,	15.94,	29.76,	1.0,	0.0
2013-08-30T02:56:16.000,	46.0,	12.82,	14.18,	29.77,	1.0,	0.0
2013-08-30T02:56:20.000,	44.0,	13.89,	14.18,	27.49,	1.0,	0.0
2013-08-30T02:56:24.000,	48.0,	12.81,	15.96,	27.51,	1.0,	0.0
2013-08-30T02:56:28.000,	46.0,	12.8,	14.2,	29.81,	1.0,	0.0
2013-08-30T02:56:32.000,	46.0,	12.79,	12.43,	27.53,	1.0,	0.0
2013-08-30T02:56:36.000,	46.0,	17.05,	14.21,	29.84,	1.0,	0.0
2013-08-30T02:56:40.000,	46.0,	11.71,	14.22,	25.26,	1.0,	0.0
2013-08-30T02:56:44.000,	46.0,	11.71,	14.22,	29.87,	1.0,	0.0
2013-08-30T02:56:48.000,	46.0,	12.76,	14.23,	29.88,	1.0,	0.0
2013-08-30T02:56:52.000,	46.0,	13.82,	14.23,	29.89,	1.0,	0.0
2013-08-30T02:56:56.000,	46.0,	11.68,	14.24,	25.31,	1.0,	0.0
2013-08-30T02:57:00.000,	44.0,	11.68,	14.25,	27.62,	1.0,	0.0
2013-08-30T02:57:04.000,	48.0,	12.73,	16.04,	27.63,	1.0,	0.0
2013-08-30T02:57:08.000,	48.0,	12.72,	16.04,	27.64,	1.0,	0.0
2013-08-30T02:57:12.000,	46.0,	13.77,	16.05,	29.96,	1.0,	0.0
2013-08-30T02:57:16.000,	48.0,	12.71,	14.27,	29.97,	1.0,	0.0
2013-08-30T02:57:20.000,	52.0,	13.76,	14.28,	29.99,	1.0,	0.0
2013-08-30T02:57:24.000,	48.0,	13.75,	16.07,	30.0,	1.0,	0.0
2013-08-30T02:57:28.000,	46.0,	13.74,	16.08,	32.32,	1.0,	0.0
2013-08-30T02:57:32.000,	52.0,	13.73,	17.87,	32.34,	1.0,	0.0
2013-08-30T02:57:36.000,	48.0,	13.72,	16.09,	27.73,	1.0,	0.0
2013-08-30T02:57:40.000,	44.0,	12.66,	14.31,	30.06,	1.0,	0.0
2013-08-30T02:57:44.000,	46.0,	11.6,	16.11,	30.07,	1.0,	0.0
2013-08-30T02:57:48.000,	46.0,	12.64,	14.33,	25.46,	1.0,	0.0
2013-08-30T02:57:52.000,	48.0,	12.64,	14.33,	30.1,	1.0,	0.0
2013-08-30T02:57:56.000,	46.0,	12.63,	14.34,	25.48,	1.0,	0.0
2013-08-30T02:58:00.000,	46.0,	12.62,	14.34,	25.49,	1.0,	0.0
2013-08-30T02:58:04.000,	48.0,	11.56,	14.35,	27.82,	1.0,	0.0
2013-08-30T02:58:08.000,	44.0,	9.45,	14.36,	30.15,	1.0,	0.0
2013-08-30T02:58:12.000,	46.0,	12.6,	16.16,	27.84,	1.0,	0.0
2013-08-30T02:58:16.000,	46.0,	11.54,	14.37,	30.18,	1.0,	0.0
2013-08-30T02:58:20.000,	48.0,	13.63,	14.38,	32.51,	1.0,	0.0
2013-08-30T02:58:24.000,	46.0,	13.62,	14.38,	27.88,	1.0,	0.0
2013-08-30T02:58:28.000,	46.0,	12.57,	14.39,	30.22,	1.0,	0.0
2013-08-30T02:58:32.000,	48.0,	11.51,	14.4,	27.91,	1.0,	0.0
2013-08-30T02:58:36.000,	46.0,	12.55,	14.4,	27.92,	1.0,	0.0
2013-08-30T02:58:40.000,	42.0,	11.5,	14.41,	25.6,	1.0,	0.0
2013-08-30T02:58:44.000,	46.0,	13.58,	16.22,	27.95,	1.0,	0.0
2013-08-30T02:58:48.000,	48.0,	11.48,	14.42,	27.96,	1.0,	0.0
2013-08-30T02:58:52.000,	46.0,	11.48,	16.23,	27.97,	1.0,	0.0
2013-08-30T02:58:56.000,	46.0,	13.55,	16.24,	30.31,	1.0,	0.0
2013-08-30T02:59:00.000,	40.0,	10.42,	12.64,	28.0,	1.0,	0.0
2013-08-30T02:59:04.000,	46.0,	11.45,	14.45,	25.67,	1.0,	0.0
2013-08-30T02:59:08.000,	48.0,	12.49,	18.07,	30.36,	1.0,	0.0
2013-08-30T02:59:12.000,	48.0,	12.48,	14.46,	30.37,	1.0,	0.0
2013-08-30T02:59:16.000,	46.0,	12.47,	12.66,	28.05,	1.0,	0.0
2013-08-30T02:59:20.000,	48.0,	12.46,	16.28,	28.06,	1.0,	0.0
2013-08-30T02:59:24.000,	46.0,	11.42,	12.67,	30.41,	1.0,	0.0
2013-08-30T02:59:28.000,	44.0,	11.41,	12.68,	25.74,	1.0,	0.0
2013-08-30T02:59:32.000,	46.0,	11.4,	16.31,	28.1,	1.0,	0.0
2013-08-30T02:59:36.000,	44.0,	12.43,	12.69,	28.11,	1.0,	0.0
2013-08-30T02:59:40.000,	42.0,	11.39,	12.69,	28.12,	1.0,	0.0
2013-08-30T02:59:44.000,	46.0,	13.45,	14.51,	28.13,	1.0,	0.0
2013-08-30T02:59:48.000,	44.0,	11.37,	12.7,	30.49,	1.0,	0.0
2013-08-30T02:59:52.000,	48.0,	12.4,	14.53,	28.16,	1.0,	0.0
2013-08-30T02:59:56.000,	40.0,	10.33,	12.72,	23.48,	1.0,	0.0
2013-08-30T03:00:00.000,	44.0,	11.35,	14.54,	28.18,	1.0,	0.0
2013-08-30T03:00:04.000,	52.0,	12.38,	12.73,	30.55,	1.0,	0.0
2013-08-30T03:00:08.000,	44.0,	12.37,	16.37,	28.21,	1.0,	0.0
2013-08-30T03:00:12.000,	44.0,	10.3,	12.74,	28.22,	1.0,	0.0
2013-08-30T03:00:16.000,	44.0,	11.32,	14.57,	28.23,	1.0,	0.0
2013-08-30T03:00:20.000,	42.0,	12.35,	14.57,	25.89,	1.0,	0.0
2013-08-30T03:00:24.000,	44.0,	12.34,	14.58,	25.9,	1.0,	0.0
2013-08-30T03:00:28.000,	46.0,	11.3,	12.76,	25.92,	1.0,	0.0
2013-08-30T03:00:32.000,	42.0,	10.27,	12.77,	25.93,	1.0,	0.0
2013-08-30T03:00:36.000,	46.0,	11.29,	14.6,	28.3,	1.0,	0.0
2013-08-30T03:00:40.000,	44.0,	10.26,	14.6,	28.31,	1.0,	0.0
2013-08-30T03:00:44.000,	44.0,	10.25,	14.61,	25.96,	1.0,	0.0
2013-08-30T03:00:48.000,	48.0,	11.27,	14.62,	30.7,	1.0,	0.0
2013-08-30T03:00:52.000,	44.0,	11.26,	12.8,	30.71,	1.0,	0.0
2013-08-30T03:00:56.000,	48.0,	12.27,	14.63,	26.0,	1.0,	0.0
2013-08-30T03:01:00.000,	42.0,	9.2,	12.81,	26.01,	1.0,	0.0
2013-08-30T03:01:04.000,	46.0,	11.24,	12.81,	26.02,	1.0,	0.0
2013-08-30T03:01:08.000,	44.0,	11.23,	14.65,	26.03,	1.0,	0.0
2013-08-30T03:01:12.000,	48.0,	12.24,	14.66,	26.04,	1.0,	0.0
2013-08-30T03:01:16.000,	44.0,	12.24,	12.83,	26.05,	1.0,	0.0
2013-08-30T03:01:20.000,	44.0,	11.21,	12.84,	26.07,	1.0,	0.0
2013-08-30T03:01:24.000,	44.0,	11.2,	14.68,	28.45,	1.0,	0.0
2013-08-30T03:01:28.000,	42.0,	10.18,	11.01,	28.46,	1.0,	0.0
2013-08-30T03:01:32.000,	44.0,	11.19,	12.85,	28.47,	1.0,	0.0
2013-08-30T03:01:36.000,	42.0,	10.16,	12.86,	28.49,	1.0,	0.0
2013-08-30T03:01:40.000,	46.0,	10.16,	12.86,	28.5,	1.0,	0.0
2013-08-30T03:01:44.000,	44.0,	11.17,	12.87,	26.13,	1.0,	0.0
2013-08-30T03:01:48.000,	46.0,	12.17,	14.71,	28.52,	1.0,	0.0
2013-08-30T03:01:52.000,	42.0,	11.15,	12.88,	26.16,	1.0,	0.0
2013-08-30T03:01:56.000,	46.0,	10.13,	12.89,	26.17,	1.0,	0.0
2013-08-30T03:02:00.000,	46.0,	12.15,	12.89,	23.8,	1.0,	0.0
2013-08-30T03:02:04.000,	42.0,	10.12,	12.9,	26.19,	1.0,	0.0
2013-08-30T03:02:08.000,	46.0,	11.12,	12.9,	28.59,	1.0,	0.0
2013-08-30T03:02:12.000,	44.0,	11.12,	14.75,	23.83,	1.0,	0.0
2013-08-30T03:02:16.000,	48.0,	10.1,	14.76,	28.61,	1.0,	0.0
2013-08-30T03:02:20.000,	40.0,	9.08,	11.07,	26.24,	1.0,	0.0
2013-08-30T03:02:24.000,	44.0,	11.09,	14.77,	28.64,	1.0,	0.0
2013-08-30T03:02:28.000,	42.0,	10.08,	12.93,	28.65,	1.0,	0.0
2013-08-30T03:02:32.000,	42.0,	10.07,	11.09,	28.66,	1.0,	0.0
2013-08-30T03:02:36.000,	42.0,	10.07,	12.94,	23.9,	1.0,	0.0
2013-08-30T03:02:40.000,	44.0,	11.06,	12.95,	28.69,	1.0,	0.0
2013-08-30T03:02:44.000,	40.0,	9.05,	11.1,	28.7,	1.0,	0.0
2013-08-30T03:02:48.000,	38.0,	9.04,	12.96,	28.71,	1.0,	0.0
2013-08-30T03:02:52.000,	30.0,	10.04,	14.82,	26.33,	1.0,	0.0
2013-08-30T03:02:56.000,	14.0,	9.03,	11.12,	28.74,	1.0,	0.0
2013-08-30T03:03:00.000,	10.0,	5.01,	11.12,	23.96,	1.0,	0.0
2013-08-30T03:03:04.000,	10.0,	6.08,	11.11,	24.92,	1.0,	0.0
2013-08-30T03:03:08.000,	10.0,	5.45,	11.1,	23.97,	1.0,	0.0
2013-08-30T03:03:12.000,	10.0,	5.84,	11.08,	24.16,	1.0,	0.0
2013-08-30T03:03:16.000,	10.0,	5.9,	11.07,	23.98,	1.0,	0.0
2013-08-30T03:03:20.000,	10.0,	6.12,	11.05,	23.98,	1.0,	0.0
2013-08-30T03:03:24.000,	10.0,	6.34,	11.04,	23.99,	1.0,	1.0
