      44      47      46      41      42      48      51      53      54      50
      48      47      46      48      50      50      49      49      48      44
      45      49      50      49      50      54      54      55      58      60
      61      71      78      72      67      66      68      73      76      79
      83     101     160     230     311     376     395     386     329     245
     190     176     188     208     216     203     194     193     179     159
     135      94      76      69      63      61      60      59      58      59
      60      60      59      58      58      56      55      54      50      47
      47      48      48      43      43      48      48      48      47      47
      49      52      53      54      55      56      55      50      50      49
      48
      49      50      49      46      46      47      49      50      52      51
      50      49      48      49      50      50      49      45      43      43
      45      48      52      52      53      56      54      52      56      58
      59      63      66      67      67      63      75      79      80      80
      91     113     145     195     264     355     456     468     334     228
     230     260     281     294     268     261     261     251     238     208
     164     112      83      69      65      63      62      62      62      62
      62      58      55      56      56      55      55      53      51      50
      49      46      45      44      44      48      52      51      50      49
      50      51      53      55      55      56      52      50      50      50
      47
      48      49      47      46      46      45      46      47      49      50
      50      50      50      50      48      47      46      45      44      43
      48      49      51      51      52      54      53      52      55      56
      58      60      62      64      63      64      73      77      80      91
     104     119     137     165     230     348     480     452     327     295
     345     352     339     324     284     280     279     257     240     201
     161     121      82      71      67      64      63      66      66      65
      62      54      54      55      55      56      61      59      57      53
      49      46      45      46      51      51      54      53      50      50
      50      50      51      54      54      51      50      50      50      50
      49
      51      50      46      46      50      52      53      54      55      53
      51      50      51      50      49      47      46      45      45      46
      47      48      49      51      64      66      59      56      55      54
      55      57      58      60      61      62      66      70      78      92
      98     113     144     173     226     335     414     368     353     426
     509     474     394     345     310     282     270     251     231     205
     156     109      81      69      66      65      64      65      65      65
      58      54      54      54      55      56      66      66      63      53
      48      47      51      54      53      52      56      55      52      51
      50      50      52      54      54      52      50      50      50      52
      52
      47      47      46      47      49      51      52      53      54      52
      51      51      51      50      50      49      48      47      47      48
      49      49      49      50      58      61      55      53      52      52
      52      54      56      59      65      66      69      77      81      95
      97     107     160     223     282     323     324     309     367     511
     612     587     495     412     357     313     274     254     222     174
     131      95      83      75      67      66      65      65      61      61
      59      57      55      56      56      56      61      63      57      53
      51      49      51      53      53      53      55      55      56      54
      54      58      59      58      57      55      53      51      51      52
      54
      46      46      46      46      50      50      51      53      53      52
      51      51      51      50      49      49      49      48      48      48
      51      51      51      51      55      57      49      50      52      52
      52      53      59      62      62      63      66      71      88      97
     111     124     177     262     356     402     344     331     464     608
     709     671     545     446     389     338     299     266     235     182
     129      95      78      70      68      66      63      60      60      60
      60      54      53      58      62      63      64      67      66      59
      54      50      49      50      50      51      53      54      55      53
      53      55      56      57      59      58      56      58      59      57
      54
      46      46      46      55      54      54      53      53      53      53
      50      50      50      50      49      49      51      50      50      50
      51      53      53      54      56      56      53      52      52      54
      57      58      59      60      60      61      67      73      79      86
     103     122     165     262     376     449     415     390     529     674
     770     745     637     541     463     376     318     291     235     165
     132     103      81      69      60      58      58      59      60      60
      59      57      55      57      63      64      63      62      66      71
      65      56      52      49      49      50      51      53      54      51
      51      52      53      54      55      56      57      60      60      57
      54
      48      49      54      55      55      55      54      54      54      53
      47      47      48      50      52      52      52      52      51      52
      52      53      54      54      55      55      54      53      53      59
      59      60      60      61      63      64      67      70      75      84
     108     121     163     255     396     481     467     445     518     690
     787     819     725     605     501     395     320     263     207     163
     124      91      82      77      67      60      59      59      60      59
      59      57      56      56      62      64      65      76      78      79
      74      63      54      49      51      55      54      54      51      51
      51      51      52      52      52      52      54      57      58      58
