Time (UT), 	 6-12 keV, 	 12-25 keV, 	 25-50 keV, 	 50-100 keV, 	 Attenuator State, 	 Eclipse State 
2011-02-15T02:06:20.000,	6107.18,	3378.84,	138.31,	44.0,	3.0,	0.0
2011-02-15T02:06:24.000,	5816.43,	3056.29,	129.55,	42.0,	3.0,	0.0
2011-02-15T02:06:28.000,	5803.29,	3155.69,	120.99,	42.0,	3.0,	0.0
2011-02-15T02:06:32.000,	4962.98,	2834.73,	132.49,	42.0,	3.0,	0.0
2011-02-15T02:06:36.000,	5776.99,	3143.7,	130.56,	44.0,	3.0,	0.0
2011-02-15T02:06:40.000,	4665.97,	2510.17,	115.76,	44.0,	3.0,	0.0
2011-02-15T02:06:44.000,	5203.01,	2818.55,	126.68,	42.0,	3.0,	0.0
2011-02-15T02:06:48.000,	4917.89,	2604.78,	106.03,	42.0,	3.0,	0.0
2011-02-15T02:06:52.000,	5724.4,	2911.76,	104.39,	42.0,	3.0,	0.0
2011-02-15T02:06:56.000,	5439.28,	2906.17,	102.74,	46.0,	3.0,	0.0
2011-02-15T02:07:00.000,	5969.44,	3004.17,	107.04,	42.0,	3.0,	0.0
2011-02-15T02:07:04.000,	4602.1,	2274.63,	87.75,	42.0,	3.0,	0.0
2011-02-15T02:07:08.000,	5131.63,	2579.82,	80.54,	40.0,	3.0,	0.0
2011-02-15T02:07:12.000,	5928.11,	2986.79,	90.5,	42.0,	3.0,	0.0
2011-02-15T02:07:16.000,	6183.17,	2981.0,	83.39,	42.0,	3.0,	0.0
2011-02-15T02:07:20.000,	5632.35,	2770.03,	87.4,	44.0,	3.0,	0.0
2011-02-15T02:07:24.000,	4281.3,	2150.27,	75.12,	44.0,	3.0,	0.0
2011-02-15T02:07:28.000,	5072.15,	2350.47,	84.3,	44.0,	3.0,	0.0
2011-02-15T02:07:32.000,	4793.92,	2345.87,	82.75,	44.0,	3.0,	0.0
2011-02-15T02:07:36.000,	4251.25,	2137.69,	76.13,	42.0,	3.0,	0.0
2011-02-15T02:07:40.000,	4771.38,	2235.09,	74.67,	40.0,	3.0,	0.0
2011-02-15T02:07:44.000,	4231.21,	2027.91,	68.34,	44.0,	3.0,	0.0
2011-02-15T02:07:48.000,	4221.19,	2023.91,	71.77,	42.0,	3.0,	0.0
2011-02-15T02:07:52.000,	4211.17,	1918.92,	65.63,	42.0,	3.0,	0.0
2011-02-15T02:07:56.000,	4201.16,	2116.72,	59.68,	44.0,	3.0,	0.0
2011-02-15T02:08:00.000,	4191.14,	2112.53,	62.92,	40.0,	3.0,	0.0
2011-02-15T02:08:04.000,	4442.44,	2108.34,	61.56,	44.0,	3.0,	0.0
2011-02-15T02:08:08.000,	4431.8,	2104.14,	55.9,	44.0,	3.0,	0.0
2011-02-15T02:08:12.000,	4421.15,	2099.95,	58.85,	42.0,	3.0,	0.0
2011-02-15T02:08:16.000,	4410.51,	2095.75,	61.6,	40.0,	3.0,	0.0
2011-02-15T02:08:20.000,	4399.86,	2091.56,	60.15,	42.0,	3.0,	0.0
2011-02-15T02:08:24.000,	4131.03,	1987.97,	58.69,	42.0,	3.0,	0.0
2011-02-15T02:08:28.000,	4378.58,	1983.98,	57.24,	44.0,	3.0,	0.0
2011-02-15T02:08:32.000,	4357.52,	1982.64,	56.03,	43.07,	3.0,	0.0
2011-02-15T02:08:36.000,	4426.0,	1980.43,	54.74,	43.11,	3.0,	0.0
2011-02-15T02:08:40.000,	4440.76,	1978.74,	53.5,	42.57,	3.0,	0.0
2011-02-15T02:08:44.000,	4473.43,	1976.88,	52.24,	42.22,	3.0,	0.0
2011-02-15T02:08:48.000,	4497.15,	1975.1,	51.0,	41.78,	1.0,	0.0
2011-02-15T02:08:52.000,	4509.67,	1970.84,	49.64,	41.35,	1.0,	0.0
2011-02-15T02:08:56.000,	4544.57,	1971.55,	48.5,	40.89,	1.0,	0.0
2011-02-15T02:09:00.000,	4512.34,	1957.33,	46.7,	40.53,	1.0,	0.0
2011-02-15T02:09:04.000,	4592.0,	1968.0,	46.0,	40.0,	1.0,	0.0
2011-02-15T02:09:08.000,	4336.0,	1904.0,	42.0,	40.0,	1.0,	0.0
2011-02-15T02:09:12.000,	4592.0,	1968.0,	42.0,	40.0,	1.0,	0.0
2011-02-15T02:09:16.000,	4592.0,	1968.0,	44.0,	42.0,	1.0,	0.0
2011-02-15T02:09:20.000,	4336.0,	1904.0,	42.0,	42.0,	1.0,	0.0
2011-02-15T02:09:24.000,	4336.0,	1840.0,	38.0,	40.0,	1.0,	0.0
2011-02-15T02:09:28.000,	4080.0,	1776.0,	36.0,	38.0,	1.0,	0.0
2011-02-15T02:09:32.000,	4336.0,	1840.0,	36.0,	40.0,	1.0,	0.0
2011-02-15T02:09:36.000,	4080.0,	1712.0,	36.0,	40.0,	1.0,	0.0
2011-02-15T02:09:40.000,	3696.0,	1520.0,	38.0,	40.0,	1.0,	0.0
2011-02-15T02:09:44.000,	3824.0,	1520.0,	34.0,	42.0,	1.0,	0.0
2011-02-15T02:09:48.000,	4080.0,	1712.0,	34.0,	42.0,	1.0,	0.0
2011-02-15T02:09:52.000,	3824.0,	1584.0,	36.0,	42.0,	1.0,	0.0
2011-02-15T02:09:56.000,	3696.0,	1520.0,	36.0,	40.0,	1.0,	0.0
2011-02-15T02:10:00.000,	3824.0,	1584.0,	36.0,	42.0,	1.0,	0.0
2011-02-15T02:10:04.000,	3952.0,	1648.0,	32.0,	40.0,	1.0,	0.0
2011-02-15T02:10:08.000,	3440.0,	1456.0,	32.0,	40.0,	1.0,	0.0
2011-02-15T02:10:12.000,	3440.0,	1392.0,	30.0,	40.0,	1.0,	0.0
2011-02-15T02:10:16.000,	3952.0,	1648.0,	32.0,	38.0,	1.0,	0.0
2011-02-15T02:10:20.000,	3824.0,	1584.0,	34.0,	40.0,	1.0,	0.0
2011-02-15T02:10:24.000,	3696.0,	1520.0,	34.0,	38.0,	1.0,	0.0
2011-02-15T02:10:28.000,	3696.0,	1520.0,	30.0,	38.0,	1.0,	0.0
2011-02-15T02:10:32.000,	3440.0,	1392.0,	30.0,	42.0,	1.0,	0.0
2011-02-15T02:10:36.000,	3312.0,	1392.0,	32.0,	40.0,	1.0,	0.0
2011-02-15T02:10:40.000,	3696.0,	1456.0,	28.0,	40.0,	1.0,	0.0
2011-02-15T02:10:44.000,	3568.0,	1456.0,	26.0,	40.0,	1.0,	0.0
2011-02-15T02:10:48.000,	3440.0,	1392.0,	32.0,	40.0,	1.0,	0.0
2011-02-15T02:10:52.000,	3312.0,	1328.0,	30.0,	42.0,	1.0,	0.0
2011-02-15T02:10:56.000,	3184.0,	1264.0,	30.0,	40.0,	1.0,	0.0
2011-02-15T02:11:00.000,	3312.0,	1328.0,	28.0,	42.0,	1.0,	0.0
2011-02-15T02:11:04.000,	3440.0,	1328.0,	22.0,	40.0,	1.0,	0.0
2011-02-15T02:11:08.000,	3312.0,	1328.0,	28.0,	38.0,	1.0,	0.0
2011-02-15T02:11:12.000,	3056.0,	1200.0,	30.0,	40.0,	1.0,	0.0
2011-02-15T02:11:16.000,	3056.0,	1136.0,	28.0,	42.0,	1.0,	0.0
2011-02-15T02:11:20.000,	3184.0,	1200.0,	24.0,	38.0,	1.0,	0.0
2011-02-15T02:11:24.000,	2928.0,	1136.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:11:28.000,	2928.0,	1136.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:11:32.000,	3312.0,	1264.0,	24.0,	38.0,	1.0,	0.0
2011-02-15T02:11:36.000,	3056.0,	1200.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:11:40.000,	3184.0,	1200.0,	30.0,	42.0,	1.0,	0.0
2011-02-15T02:11:44.000,	3056.0,	1200.0,	26.0,	38.0,	1.0,	0.0
2011-02-15T02:11:48.000,	2800.0,	1072.0,	28.0,	42.0,	1.0,	0.0
2011-02-15T02:11:52.000,	3056.0,	1136.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:11:56.000,	2800.0,	1072.0,	26.0,	40.0,	1.0,	0.0
2011-02-15T02:12:00.000,	3184.0,	1200.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:12:04.000,	3056.0,	1136.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:12:08.000,	3056.0,	1136.0,	26.0,	42.0,	1.0,	0.0
2011-02-15T02:12:12.000,	2800.0,	1072.0,	26.0,	40.0,	1.0,	0.0
2011-02-15T02:12:16.000,	2928.0,	1072.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:12:20.000,	2544.0,	976.0,	22.0,	42.0,	1.0,	0.0
2011-02-15T02:12:24.000,	2800.0,	1072.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:12:28.000,	2544.0,	912.0,	22.0,	40.0,	1.0,	0.0
2011-02-15T02:12:32.000,	2672.0,	976.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:12:36.000,	2544.0,	912.0,	26.0,	40.0,	1.0,	0.0
2011-02-15T02:12:40.000,	2544.0,	944.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:12:44.000,	2672.0,	1008.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:12:48.000,	2800.0,	1008.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:12:52.000,	2544.0,	912.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:12:56.000,	2416.0,	880.0,	22.0,	40.0,	1.0,	0.0
2011-02-15T02:13:00.000,	2416.0,	912.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:13:04.000,	2288.0,	784.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:13:08.000,	2416.0,	848.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:13:12.000,	2288.0,	848.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:13:16.000,	2416.0,	880.0,	22.0,	42.0,	1.0,	0.0
2011-02-15T02:13:20.000,	2544.0,	912.0,	20.0,	40.0,	1.0,	0.0
2011-02-15T02:13:24.000,	2416.0,	880.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:13:28.000,	2288.0,	784.0,	22.0,	42.0,	1.0,	0.0
2011-02-15T02:13:32.000,	2032.0,	720.0,	20.0,	40.0,	1.0,	0.0
2011-02-15T02:13:36.000,	2160.0,	752.0,	22.0,	40.0,	1.0,	0.0
2011-02-15T02:13:40.000,	2416.0,	816.0,	22.0,	42.0,	1.0,	0.0
2011-02-15T02:13:44.000,	2160.0,	752.0,	20.0,	42.0,	1.0,	0.0
2011-02-15T02:13:48.000,	2160.0,	752.0,	20.0,	40.0,	1.0,	0.0
2011-02-15T02:13:52.000,	2160.0,	752.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:13:56.000,	2288.0,	816.0,	20.0,	40.0,	1.0,	0.0
2011-02-15T02:14:00.000,	2288.0,	848.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:14:04.000,	2160.0,	784.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:14:08.000,	2160.0,	784.0,	26.0,	42.0,	1.0,	0.0
2011-02-15T02:14:12.000,	2416.0,	880.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:14:16.000,	2160.0,	848.0,	26.0,	42.0,	1.0,	0.0
2011-02-15T02:14:20.000,	2160.0,	848.0,	22.0,	40.0,	1.0,	0.0
2011-02-15T02:14:24.000,	2288.0,	848.0,	26.0,	44.0,	1.0,	0.0
2011-02-15T02:14:28.000,	2032.0,	816.0,	30.0,	40.0,	1.0,	0.0
2011-02-15T02:14:32.000,	2288.0,	912.0,	28.0,	40.0,	1.0,	0.0
2011-02-15T02:14:36.000,	2160.0,	848.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:14:40.000,	2032.0,	784.0,	26.0,	40.0,	1.0,	0.0
2011-02-15T02:14:44.000,	2032.0,	816.0,	24.0,	44.0,	1.0,	0.0
2011-02-15T02:14:48.000,	2032.0,	784.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:14:52.000,	2032.0,	784.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:14:56.000,	1968.0,	720.0,	22.0,	42.0,	1.0,	0.0
2011-02-15T02:15:00.000,	2160.0,	816.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:15:04.000,	2032.0,	752.0,	24.0,	44.0,	1.0,	0.0
2011-02-15T02:15:08.000,	1840.0,	688.0,	22.0,	42.0,	1.0,	0.0
2011-02-15T02:15:12.000,	2160.0,	816.0,	30.0,	42.0,	1.0,	0.0
2011-02-15T02:15:16.000,	1968.0,	752.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:15:20.000,	2032.0,	752.0,	26.0,	42.0,	1.0,	0.0
2011-02-15T02:15:24.000,	1968.0,	720.0,	24.0,	44.0,	1.0,	0.0
2011-02-15T02:15:28.000,	2160.0,	784.0,	24.0,	44.0,	1.0,	0.0
2011-02-15T02:15:32.000,	2032.0,	752.0,	26.0,	42.0,	1.0,	0.0
2011-02-15T02:15:36.000,	2032.0,	752.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:15:40.000,	1904.0,	720.0,	28.0,	42.0,	1.0,	0.0
2011-02-15T02:15:44.000,	2160.0,	784.0,	26.0,	44.0,	1.0,	0.0
2011-02-15T02:15:48.000,	1904.0,	688.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:15:52.000,	1968.0,	720.0,	26.0,	46.0,	1.0,	0.0
2011-02-15T02:15:56.000,	1712.0,	624.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:16:00.000,	1712.0,	592.0,	22.0,	40.0,	1.0,	0.0
2011-02-15T02:16:04.000,	1840.0,	656.0,	20.0,	42.0,	1.0,	0.0
2011-02-15T02:16:08.000,	1712.0,	624.0,	22.0,	40.0,	1.0,	0.0
2011-02-15T02:16:12.000,	1840.0,	656.0,	26.0,	46.0,	1.0,	0.0
2011-02-15T02:16:16.000,	1840.0,	624.0,	24.0,	44.0,	1.0,	0.0
2011-02-15T02:16:20.000,	1968.0,	688.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:16:24.000,	1968.0,	688.0,	20.0,	42.0,	1.0,	0.0
2011-02-15T02:16:28.000,	1840.0,	656.0,	24.0,	44.0,	1.0,	0.0
2011-02-15T02:16:32.000,	1840.0,	624.0,	24.0,	46.0,	1.0,	0.0
2011-02-15T02:16:36.000,	1904.0,	656.0,	22.0,	44.0,	1.0,	0.0
2011-02-15T02:16:40.000,	1648.0,	560.0,	22.0,	42.0,	1.0,	0.0
2011-02-15T02:16:44.000,	1840.0,	624.0,	22.0,	44.0,	1.0,	0.0
2011-02-15T02:16:48.000,	1712.0,	592.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:16:52.000,	1840.0,	624.0,	26.0,	42.0,	1.0,	0.0
2011-02-15T02:16:56.000,	1840.0,	624.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:17:00.000,	1840.0,	624.0,	22.0,	44.0,	1.0,	0.0
2011-02-15T02:17:04.000,	1712.0,	592.0,	20.0,	44.0,	1.0,	0.0
2011-02-15T02:17:08.000,	1776.0,	592.0,	24.0,	44.0,	1.0,	0.0
2011-02-15T02:17:12.000,	1584.0,	560.0,	24.0,	44.0,	1.0,	0.0
2011-02-15T02:17:16.000,	1712.0,	560.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:17:20.000,	1712.0,	592.0,	24.0,	44.0,	1.0,	0.0
2011-02-15T02:17:24.000,	1712.0,	560.0,	22.0,	42.0,	1.0,	0.0
2011-02-15T02:17:28.000,	1648.0,	560.0,	24.0,	44.0,	1.0,	0.0
2011-02-15T02:17:32.000,	1584.0,	528.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:17:36.000,	1712.0,	560.0,	24.0,	46.0,	1.0,	0.0
2011-02-15T02:17:40.000,	1584.0,	528.0,	24.0,	44.0,	1.0,	0.0
2011-02-15T02:17:44.000,	1520.0,	528.0,	22.0,	42.0,	1.0,	0.0
2011-02-15T02:17:48.000,	1456.0,	480.0,	22.0,	46.0,	1.0,	0.0
2011-02-15T02:17:52.000,	1520.0,	496.0,	22.0,	44.0,	1.0,	0.0
2011-02-15T02:17:56.000,	1520.0,	496.0,	24.0,	44.0,	1.0,	0.0
2011-02-15T02:18:00.000,	1520.0,	528.0,	28.0,	44.0,	1.0,	0.0
2011-02-15T02:18:04.000,	1584.0,	528.0,	24.0,	46.0,	1.0,	0.0
2011-02-15T02:18:08.000,	1392.0,	464.0,	24.0,	40.0,	1.0,	0.0
2011-02-15T02:18:12.000,	1328.0,	432.0,	26.0,	44.0,	1.0,	0.0
2011-02-15T02:18:16.000,	1456.0,	464.0,	26.0,	40.0,	1.0,	0.0
2011-02-15T02:18:20.000,	1456.0,	480.0,	22.0,	48.0,	1.0,	0.0
2011-02-15T02:18:24.000,	1520.0,	496.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T02:18:28.000,	1456.0,	480.0,	26.0,	42.0,	1.0,	0.0
2011-02-15T02:18:32.000,	1520.0,	480.0,	24.0,	44.0,	1.0,	0.0
2011-02-15T02:18:36.000,	1456.0,	480.0,	28.0,	44.0,	1.0,	0.0
2011-02-15T02:18:40.000,	1264.0,	416.0,	26.0,	46.0,	1.0,	0.0
2011-02-15T02:18:44.000,	1456.0,	464.0,	28.0,	44.0,	1.0,	0.0
2011-02-15T02:18:48.000,	1328.0,	448.0,	26.0,	44.0,	1.0,	0.0
2011-02-15T02:18:52.000,	1392.0,	464.0,	26.0,	46.0,	1.0,	0.0
2011-02-15T02:18:56.000,	1264.0,	416.0,	26.0,	42.0,	1.0,	0.0
2011-02-15T02:19:00.000,	1392.0,	464.0,	26.0,	42.0,	1.0,	0.0
2011-02-15T02:19:04.000,	1584.0,	528.0,	28.0,	44.0,	1.0,	0.0
2011-02-15T02:19:08.000,	1264.0,	416.0,	28.0,	42.0,	1.0,	0.0
2011-02-15T02:19:12.000,	1328.0,	448.0,	30.0,	44.0,	1.0,	0.0
2011-02-15T02:19:16.000,	1200.0,	384.0,	26.0,	44.0,	1.0,	0.0
2011-02-15T02:19:20.000,	1264.0,	432.0,	30.0,	44.0,	1.0,	0.0
2011-02-15T02:19:24.000,	1264.0,	416.0,	26.0,	44.0,	1.0,	0.0
2011-02-15T02:19:28.000,	1392.0,	448.0,	30.0,	48.0,	1.0,	0.0
2011-02-15T02:19:32.000,	1328.0,	432.0,	32.0,	44.0,	1.0,	0.0
2011-02-15T02:19:36.000,	1328.0,	432.0,	32.0,	46.0,	1.0,	0.0
2011-02-15T02:19:40.000,	1264.0,	416.0,	30.0,	44.0,	1.0,	0.0
2011-02-15T02:19:44.000,	1264.0,	416.0,	30.0,	44.0,	1.0,	0.0
2011-02-15T02:19:48.000,	1264.0,	432.0,	30.0,	44.0,	1.0,	0.0
2011-02-15T02:19:52.000,	1264.0,	400.0,	30.0,	46.0,	1.0,	0.0
2011-02-15T02:19:56.000,	1200.0,	384.0,	30.0,	46.0,	1.0,	0.0
2011-02-15T02:20:00.000,	1264.0,	400.0,	34.0,	44.0,	1.0,	0.0
2011-02-15T02:20:04.000,	1264.0,	416.0,	34.0,	46.0,	1.0,	0.0
2011-02-15T02:20:08.000,	1200.0,	384.0,	34.0,	46.0,	1.0,	0.0
2011-02-15T02:20:12.000,	1136.0,	368.0,	34.0,	44.0,	1.0,	0.0
2011-02-15T02:20:16.000,	1264.0,	416.0,	34.0,	44.0,	1.0,	0.0
2011-02-15T02:20:20.000,	1136.0,	368.0,	32.0,	44.0,	1.0,	0.0
2011-02-15T02:20:24.000,	1200.0,	400.0,	32.0,	48.0,	1.0,	0.0
2011-02-15T02:20:28.000,	1136.0,	384.0,	34.0,	46.0,	1.0,	0.0
2011-02-15T02:20:32.000,	1200.0,	400.0,	34.0,	46.0,	1.0,	0.0
2011-02-15T02:20:36.000,	1136.0,	368.0,	34.0,	46.0,	1.0,	0.0
2011-02-15T02:20:40.000,	1136.0,	384.0,	36.0,	46.0,	1.0,	0.0
2011-02-15T02:20:44.000,	1072.0,	368.0,	34.0,	46.0,	1.0,	0.0
2011-02-15T02:20:48.000,	1136.0,	384.0,	36.0,	48.0,	1.0,	0.0
2011-02-15T02:20:52.000,	1008.0,	320.0,	34.0,	40.0,	1.0,	0.0
2011-02-15T02:20:56.000,	1200.0,	384.0,	36.0,	46.0,	1.0,	0.0
2011-02-15T02:21:00.000,	1072.0,	352.0,	36.0,	48.0,	1.0,	0.0
2011-02-15T02:21:04.000,	1136.0,	352.0,	36.0,	46.0,	1.0,	0.0
2011-02-15T02:21:08.000,	1136.0,	368.0,	36.0,	48.0,	1.0,	0.0
2011-02-15T02:21:12.000,	1072.0,	352.0,	38.0,	46.0,	1.0,	0.0
2011-02-15T02:21:16.000,	1200.0,	384.0,	38.0,	48.0,	1.0,	0.0
2011-02-15T02:21:20.000,	1008.0,	336.0,	38.0,	48.0,	1.0,	0.0
2011-02-15T02:21:24.000,	1136.0,	352.0,	38.0,	48.0,	1.0,	0.0
2011-02-15T02:21:28.000,	1136.0,	368.0,	42.0,	48.0,	1.0,	0.0
2011-02-15T02:21:32.000,	1072.0,	336.0,	40.0,	48.0,	1.0,	0.0
2011-02-15T02:21:36.000,	976.0,	304.0,	38.0,	48.0,	1.0,	0.0
2011-02-15T02:21:40.000,	1008.0,	336.0,	44.0,	46.0,	1.0,	0.0
2011-02-15T02:21:44.000,	1072.0,	352.0,	44.0,	52.0,	1.0,	0.0
2011-02-15T02:21:48.000,	1008.0,	336.0,	44.0,	48.0,	1.0,	0.0
2011-02-15T02:21:52.000,	1008.0,	336.0,	42.0,	46.0,	1.0,	0.0
2011-02-15T02:21:56.000,	1008.0,	320.0,	44.0,	48.0,	1.0,	0.0
2011-02-15T02:22:00.000,	1072.0,	352.0,	46.0,	52.0,	1.0,	0.0
2011-02-15T02:22:04.000,	1008.0,	320.0,	42.0,	52.0,	1.0,	0.0
2011-02-15T02:22:08.000,	1008.0,	320.0,	44.0,	52.0,	1.0,	0.0
2011-02-15T02:22:12.000,	1008.0,	320.0,	46.0,	48.0,	1.0,	0.0
2011-02-15T02:22:16.000,	1072.0,	336.0,	52.0,	48.0,	1.0,	0.0
2011-02-15T02:22:20.000,	1008.0,	320.0,	48.0,	48.0,	1.0,	0.0
2011-02-15T02:22:24.000,	1008.0,	336.0,	48.0,	52.0,	1.0,	0.0
2011-02-15T02:22:28.000,	944.0,	304.0,	52.0,	52.0,	1.0,	0.0
2011-02-15T02:22:32.000,	912.0,	304.0,	48.0,	52.0,	1.0,	0.0
2011-02-15T02:22:36.000,	912.0,	288.0,	52.0,	48.0,	1.0,	0.0
2011-02-15T02:22:40.000,	1008.0,	320.0,	52.0,	52.0,	1.0,	0.0
2011-02-15T02:22:44.000,	880.0,	288.0,	52.0,	56.0,	1.0,	0.0
2011-02-15T02:22:48.000,	944.0,	320.0,	56.0,	52.0,	1.0,	0.0
2011-02-15T02:22:52.000,	912.0,	288.0,	52.0,	56.0,	1.0,	0.0
2011-02-15T02:22:56.000,	944.0,	320.0,	56.0,	52.0,	1.0,	0.0
2011-02-15T02:23:00.000,	976.0,	320.0,	60.0,	52.0,	1.0,	0.0
2011-02-15T02:23:04.000,	944.0,	304.0,	60.0,	52.0,	1.0,	0.0
2011-02-15T02:23:08.000,	784.0,	256.0,	60.0,	52.0,	1.0,	0.0
2011-02-15T02:23:12.000,	976.0,	320.0,	64.0,	56.0,	1.0,	0.0
2011-02-15T02:23:16.000,	880.0,	304.0,	60.0,	56.0,	1.0,	0.0
2011-02-15T02:23:20.000,	912.0,	288.0,	64.0,	56.0,	1.0,	0.0
2011-02-15T02:23:24.000,	912.0,	288.0,	64.0,	56.0,	1.0,	0.0
2011-02-15T02:23:28.000,	880.0,	288.0,	64.0,	52.0,	1.0,	0.0
2011-02-15T02:23:32.000,	880.0,	288.0,	64.0,	56.0,	1.0,	0.0
2011-02-15T02:23:36.000,	912.0,	288.0,	68.0,	56.0,	1.0,	0.0
2011-02-15T02:23:40.000,	912.0,	304.0,	68.0,	56.0,	1.0,	0.0
2011-02-15T02:23:44.000,	880.0,	272.0,	68.0,	56.0,	1.0,	0.0
2011-02-15T02:23:48.000,	784.0,	256.0,	64.0,	56.0,	1.0,	0.0
2011-02-15T02:23:52.000,	848.0,	272.0,	68.0,	60.0,	1.0,	0.0
2011-02-15T02:23:56.000,	848.0,	272.0,	72.0,	60.0,	1.0,	0.0
2011-02-15T02:24:00.000,	752.0,	232.0,	68.0,	60.0,	1.0,	0.0
2011-02-15T02:24:04.000,	816.0,	256.0,	72.0,	60.0,	1.0,	0.0
2011-02-15T02:24:08.000,	816.0,	256.0,	76.0,	60.0,	1.0,	0.0
2011-02-15T02:24:12.000,	816.0,	256.0,	80.0,	60.0,	1.0,	0.0
2011-02-15T02:24:16.000,	752.0,	240.0,	76.0,	56.0,	1.0,	0.0
2011-02-15T02:24:20.000,	816.0,	256.0,	76.0,	60.0,	1.0,	0.0
2011-02-15T02:24:24.000,	816.0,	256.0,	84.0,	64.0,	1.0,	0.0
2011-02-15T02:24:28.000,	784.0,	240.0,	84.0,	64.0,	1.0,	0.0
2011-02-15T02:24:32.000,	784.0,	256.0,	84.0,	64.0,	1.0,	0.0
2011-02-15T02:24:36.000,	784.0,	256.0,	84.0,	60.0,	1.0,	0.0
2011-02-15T02:24:40.000,	752.0,	240.0,	88.0,	64.0,	1.0,	0.0
2011-02-15T02:24:44.000,	784.0,	240.0,	88.0,	64.0,	1.0,	0.0
2011-02-15T02:24:48.000,	784.0,	240.0,	88.0,	68.0,	1.0,	0.0
2011-02-15T02:24:52.000,	784.0,	240.0,	92.0,	68.0,	1.0,	0.0
2011-02-15T02:24:56.000,	752.0,	232.0,	88.0,	64.0,	1.0,	0.0
2011-02-15T02:25:00.000,	688.0,	216.0,	84.0,	64.0,	1.0,	0.0
2011-02-15T02:25:04.000,	752.0,	224.0,	96.0,	68.0,	1.0,	0.0
2011-02-15T02:25:08.000,	752.0,	232.0,	100.0,	72.0,	1.0,	0.0
2011-02-15T02:25:12.000,	784.0,	232.0,	100.0,	72.0,	1.0,	0.0
2011-02-15T02:25:16.000,	720.0,	216.0,	96.0,	68.0,	1.0,	0.0
2011-02-15T02:25:20.000,	752.0,	232.0,	100.0,	72.0,	1.0,	0.0
2011-02-15T02:25:24.000,	720.0,	216.0,	100.0,	72.0,	1.0,	0.0
2011-02-15T02:25:28.000,	688.0,	216.0,	96.0,	72.0,	1.0,	0.0
2011-02-15T02:25:32.000,	688.0,	216.0,	108.0,	72.0,	1.0,	0.0
2011-02-15T02:25:36.000,	688.0,	216.0,	107.84,	73.6,	1.0,	0.0
2011-02-15T02:25:40.000,	688.0,	216.0,	111.73,	74.67,	1.0,	0.0
2011-02-15T02:25:44.000,	688.0,	216.0,	113.6,	76.0,	0.0,	0.0
2011-02-15T02:25:48.000,	688.0,	216.0,	115.47,	77.33,	0.0,	0.0
2011-02-15T02:25:52.000,	688.0,	216.0,	117.33,	78.67,	0.0,	0.0
2011-02-15T02:25:56.000,	688.0,	216.0,	119.2,	80.0,	0.0,	0.0
2011-02-15T02:26:00.000,	688.0,	216.0,	121.07,	81.33,	0.0,	0.0
2011-02-15T02:26:04.000,	688.0,	216.0,	122.93,	82.67,	0.0,	0.0
2011-02-15T02:26:08.000,	688.0,	216.0,	124.8,	84.0,	0.0,	0.0
2011-02-15T02:26:12.000,	688.0,	216.0,	126.67,	85.33,	0.0,	0.0
2011-02-15T02:26:16.000,	688.0,	216.0,	128.53,	86.67,	1.0,	0.0
2011-02-15T02:26:20.000,	688.0,	215.68,	130.33,	87.95,	1.0,	0.0
2011-02-15T02:26:24.000,	688.0,	216.0,	132.27,	89.33,	1.0,	0.0
