Time (UT), 	 6-12 keV, 	 12-25 keV, 	 25-50 keV, 	 50-100 keV, 	 Attenuator State, 	 Eclipse State 
2011-02-15T01:46:40.000,	110.16,	83.2,	16.62,	42.0,	0.0,	0.0
2011-02-15T01:46:44.000,	118.39,	96.0,	24.0,	40.09,	0.0,	0.0
2011-02-15T01:46:48.000,	118.39,	102.4,	22.15,	40.09,	0.0,	0.0
2011-02-15T01:46:52.000,	130.75,	128.0,	24.0,	43.91,	0.0,	0.0
2011-02-15T01:46:56.000,	132.18,	134.61,	23.9,	43.16,	0.0,	0.0
2011-02-15T01:47:00.000,	137.25,	147.56,	24.44,	43.93,	0.0,	0.0
2011-02-15T01:47:04.000,	140.14,	156.7,	24.6,	43.79,	0.0,	0.0
2011-02-15T01:47:08.000,	143.75,	167.11,	24.89,	43.95,	0.0,	0.0
2011-02-15T01:47:12.000,	147.0,	176.89,	25.11,	43.96,	1.0,	0.0
2011-02-15T01:47:16.000,	150.12,	185.96,	25.24,	43.89,	1.0,	0.0
2011-02-15T01:47:20.000,	153.5,	196.44,	25.56,	43.98,	1.0,	0.0
2011-02-15T01:47:24.000,	156.1,	202.67,	25.33,	43.59,	1.0,	0.0
2011-02-15T01:47:28.000,	160.0,	216.0,	26.0,	44.0,	1.0,	0.0
2011-02-15T01:47:32.000,	160.0,	208.0,	24.0,	42.0,	1.0,	0.0
2011-02-15T01:47:36.000,	176.0,	240.0,	30.0,	44.0,	1.0,	0.0
2011-02-15T01:47:40.000,	184.0,	240.0,	26.0,	44.0,	1.0,	0.0
2011-02-15T01:47:44.000,	176.0,	216.0,	24.0,	44.0,	1.0,	0.0
2011-02-15T01:47:48.000,	184.0,	240.0,	26.0,	44.0,	1.0,	0.0
2011-02-15T01:47:52.000,	224.0,	288.0,	30.0,	42.0,	1.0,	0.0
2011-02-15T01:47:56.000,	240.0,	320.0,	30.0,	44.0,	1.0,	0.0
2011-02-15T01:48:00.000,	288.0,	416.0,	40.0,	46.0,	1.0,	0.0
2011-02-15T01:48:04.000,	304.0,	464.0,	48.0,	48.0,	1.0,	0.0
2011-02-15T01:48:08.000,	352.0,	528.0,	52.0,	44.0,	1.0,	0.0
2011-02-15T01:48:12.000,	400.0,	592.0,	60.0,	44.0,	1.0,	0.0
2011-02-15T01:48:16.000,	400.0,	656.0,	72.0,	40.0,	1.0,	0.0
2011-02-15T01:48:20.000,	496.0,	848.0,	108.0,	44.0,	1.0,	0.0
2011-02-15T01:48:24.000,	560.0,	976.0,	120.0,	46.0,	1.0,	0.0
2011-02-15T01:48:28.000,	688.0,	1200.0,	144.0,	48.0,	1.0,	0.0
2011-02-15T01:48:32.000,	720.0,	1264.0,	160.0,	46.0,	1.0,	0.0
2011-02-15T01:48:36.000,	848.0,	1456.0,	208.0,	48.0,	1.0,	0.0
2011-02-15T01:48:40.000,	912.0,	1584.0,	256.0,	48.0,	1.0,	0.0
2011-02-15T01:48:44.000,	1072.0,	2032.0,	368.0,	60.0,	1.0,	0.0
2011-02-15T01:48:48.000,	1328.0,	2288.0,	384.0,	60.0,	1.0,	0.0
2011-02-15T01:48:52.000,	1392.0,	2288.0,	368.0,	60.0,	1.0,	0.0
2011-02-15T01:48:56.000,	1520.0,	2544.0,	336.0,	56.0,	1.0,	0.0
2011-02-15T01:49:00.000,	1584.0,	2416.0,	288.0,	52.0,	1.0,	0.0
2011-02-15T01:49:04.000,	1776.0,	2928.0,	416.0,	60.0,	1.0,	0.0
2011-02-15T01:49:08.000,	1904.0,	2928.0,	368.0,	56.0,	1.0,	0.0
2011-02-15T01:49:12.000,	1904.0,	2928.0,	336.0,	52.0,	1.0,	0.0
2011-02-15T01:49:16.000,	2160.0,	3440.0,	432.0,	56.0,	1.0,	0.0
2011-02-15T01:49:20.000,	2288.0,	3824.0,	624.0,	80.0,	1.0,	0.0
2011-02-15T01:49:24.000,	2672.0,	4336.0,	592.0,	68.0,	1.0,	0.0
2011-02-15T01:49:28.000,	2672.12,	4234.26,	580.87,	68.8,	1.0,	0.0
2011-02-15T01:49:32.000,	2764.37,	4279.82,	564.74,	66.53,	1.0,	0.0
2011-02-15T01:49:36.000,	2825.91,	4276.28,	550.27,	65.28,	1.0,	0.0
2011-02-15T01:49:40.000,	2902.8,	4297.29,	534.97,	63.52,	3.0,	0.0
2011-02-15T01:49:44.000,	2977.14,	4314.21,	519.81,	61.85,	3.0,	0.0
2011-02-15T01:49:48.000,	3056.59,	4339.31,	504.37,	60.0,	3.0,	0.0
2011-02-15T01:49:52.000,	3120.69,	4339.86,	489.77,	58.67,	3.0,	0.0
2011-02-15T01:49:56.000,	3201.43,	4405.11,	480.38,	57.6,	3.0,	0.0
2011-02-15T01:50:00.000,	3248.89,	4340.96,	460.56,	56.0,	3.0,	0.0
2011-02-15T01:50:04.000,	3396.17,	4665.0,	472.03,	56.0,	3.0,	0.0
2011-02-15T01:50:08.000,	3685.72,	5145.17,	510.36,	48.0,	3.0,	0.0
2011-02-15T01:50:12.000,	3692.25,	5166.5,	522.47,	52.0,	3.0,	0.0
2011-02-15T01:50:16.000,	4267.82,	5807.26,	590.85,	56.0,	3.0,	0.0
2011-02-15T01:50:20.000,	4275.36,	5831.12,	575.46,	52.0,	3.0,	0.0
2011-02-15T01:50:24.000,	4282.89,	5854.99,	588.21,	52.0,	3.0,	0.0
2011-02-15T01:50:28.000,	4576.46,	6192.4,	631.0,	52.0,	3.0,	0.0
2011-02-15T01:50:32.000,	4871.03,	6847.16,	675.07,	56.0,	3.0,	0.0
2011-02-15T01:50:36.000,	5166.6,	7190.93,	783.06,	60.0,	3.0,	0.0
2011-02-15T01:50:40.000,	6038.25,	8171.96,	894.87,	60.0,	3.0,	0.0
2011-02-15T01:50:44.000,	6048.8,	8204.74,	912.72,	56.0,	3.0,	0.0
2011-02-15T01:50:48.000,	6059.35,	7917.62,	797.63,	56.0,	3.0,	0.0
2011-02-15T01:50:52.000,	6647.99,	8912.65,	914.54,	56.0,	3.0,	0.0
2011-02-15T01:50:56.000,	6659.55,	8947.97,	966.25,	60.0,	3.0,	0.0
2011-02-15T01:51:00.000,	6961.15,	9307.02,	1089.54,	68.0,	3.0,	0.0
2011-02-15T01:51:04.000,	7844.86,	10318.6,	1395.57,	76.0,	3.0,	0.0
2011-02-15T01:51:08.000,	7567.37,	10359.02,	1420.42,	76.0,	3.0,	0.0
2011-02-15T01:51:12.000,	8455.1,	11709.6,	1445.28,	72.0,	3.0,	0.0
2011-02-15T01:51:16.000,	7885.55,	11097.47,	1319.35,	68.0,	3.0,	0.0
2011-02-15T01:51:20.000,	9069.35,	12460.78,	1418.32,	72.0,	3.0,	0.0
2011-02-15T01:51:24.000,	8205.74,	11183.4,	1286.02,	68.0,	3.0,	0.0
2011-02-15T01:51:28.000,	9687.63,	13222.15,	1465.48,	72.0,	3.0,	0.0
2011-02-15T01:51:32.000,	9116.08,	11937.13,	1207.35,	64.0,	3.0,	0.0
2011-02-15T01:51:36.000,	9720.79,	13323.35,	1349.12,	68.0,	3.0,	0.0
2011-02-15T01:51:40.000,	9147.22,	12028.14,	1245.59,	60.0,	3.0,	0.0
2011-02-15T01:51:44.000,	9162.8,	12073.65,	1264.71,	68.0,	3.0,	0.0
2011-02-15T01:51:48.000,	9770.53,	12797.15,	1326.62,	64.0,	3.0,	0.0
2011-02-15T01:51:52.000,	10973.42,	14206.28,	1433.24,	64.0,	3.0,	0.0
2011-02-15T01:51:56.000,	11586.17,	14259.43,	1322.07,	60.0,	3.0,	0.0
2011-02-15T01:52:00.000,	11010.6,	12941.31,	1207.07,	56.0,	3.0,	0.0
2011-02-15T01:52:04.000,	12221.53,	15742.07,	1587.02,	68.0,	3.0,	0.0
2011-02-15T01:52:08.000,	11047.78,	13728.14,	1379.43,	64.0,	3.0,	0.0
2011-02-15T01:52:12.000,	12860.91,	15858.54,	1445.16,	64.0,	3.0,	0.0
2011-02-15T01:52:16.000,	12882.51,	15916.78,	1370.41,	56.0,	3.0,	0.0
2011-02-15T01:52:20.000,	14704.69,	18070.1,	1388.89,	52.0,	3.0,	0.0
2011-02-15T01:52:24.000,	14729.31,	18135.97,	1455.9,	56.0,	3.0,	0.0
2011-02-15T01:52:28.000,	14151.72,	18201.85,	1720.86,	64.0,	3.0,	0.0
2011-02-15T01:52:32.000,	15381.75,	20385.71,	2340.82,	88.0,	3.0,	0.0
2011-02-15T01:52:36.000,	16615.79,	21876.31,	2471.66,	84.0,	3.0,	0.0
2011-02-15T01:52:40.000,	15432.99,	20532.74,	2400.73,	88.0,	3.0,	0.0
2011-02-15T01:52:44.000,	17277.27,	22747.16,	2534.12,	92.0,	3.0,	0.0
2011-02-15T01:52:48.000,	17913.13,	22828.3,	2670.06,	88.0,	3.0,	0.0
2011-02-15T01:52:52.000,	17334.54,	21472.0,	2278.63,	80.0,	3.0,	0.0
2011-02-15T01:52:56.000,	17363.18,	22269.33,	2306.03,	80.0,	3.0,	0.0
2011-02-15T01:53:00.000,	17391.82,	22347.93,	2333.44,	84.0,	3.0,	0.0
2011-02-15T01:53:04.000,	18642.94,	23152.9,	2470.65,	92.0,	3.0,	0.0
2011-02-15T01:53:08.000,	18061.34,	23234.04,	2610.41,	104.0,	3.0,	0.0
2011-02-15T01:53:12.000,	18090.98,	22583.74,	2415.65,	96.0,	3.0,	0.0
2011-02-15T01:53:16.000,	18120.62,	22662.34,	2102.17,	80.0,	3.0,	0.0
2011-02-15T01:53:20.000,	20611.32,	24950.59,	2585.37,	88.0,	3.0,	0.0
2011-02-15T01:53:24.000,	19412.44,	25036.83,	2730.23,	92.0,	3.0,	0.0
2011-02-15T01:53:28.000,	18209.54,	22156.5,	2407.82,	80.0,	3.0,	0.0
2011-02-15T01:53:32.000,	21948.85,	26697.68,	2790.14,	104.0,	3.0,	0.0
2011-02-15T01:53:36.000,	20745.96,	25295.54,	3060.1,	144.0,	3.0,	0.0
2011-02-15T01:53:40.000,	25741.91,	29877.45,	3577.71,	152.0,	3.0,	0.0
2011-02-15T01:53:44.000,	22055.86,	26971.67,	2880.0,	112.0,	3.0,	0.0
2011-02-15T01:53:48.000,	20846.94,	24045.53,	2662.3,	96.0,	3.0,	0.0
2011-02-15T01:53:52.000,	24620.41,	28668.17,	2814.8,	88.0,	3.0,	0.0
2011-02-15T01:53:56.000,	20914.26,	24207.82,	2590.73,	108.0,	3.0,	0.0
2011-02-15T01:54:00.000,	23449.16,	25812.98,	2489.21,	112.0,	3.0,	0.0
2011-02-15T01:54:04.000,	20981.58,	23605.57,	2127.28,	96.0,	3.0,	0.0
2011-02-15T01:54:08.000,	23524.52,	25985.46,	2408.72,	104.0,	3.0,	0.0
2011-02-15T01:54:12.000,	23562.2,	26071.7,	2169.35,	80.0,	3.0,	0.0
2011-02-15T01:54:16.000,	22341.22,	24613.56,	2057.63,	72.0,	3.0,	0.0
2011-02-15T01:54:20.000,	21116.22,	23919.97,	2077.39,	84.0,	3.0,	0.0
2011-02-15T01:54:24.000,	21149.88,	23221.29,	2097.14,	80.0,	3.0,	0.0
2011-02-15T01:54:28.000,	23712.92,	26416.66,	2390.05,	96.0,	3.0,	0.0
2011-02-15T01:54:32.000,	23750.6,	24938.16,	2136.66,	88.0,	3.0,	0.0
2011-02-15T01:54:36.000,	22519.57,	24234.38,	2156.41,	92.0,	3.0,	0.0
2011-02-15T01:54:40.000,	23825.96,	25100.45,	2316.57,	108.0,	3.0,	0.0
2011-02-15T01:54:44.000,	23863.64,	25181.6,	2195.93,	104.0,	3.0,	0.0
2011-02-15T01:54:48.000,	23901.32,	25262.75,	2358.63,	100.0,	3.0,	0.0
2011-02-15T01:54:52.000,	25215.74,	25343.9,	2379.66,	104.0,	3.0,	0.0
2011-02-15T01:54:56.000,	23976.68,	25425.04,	2400.69,	108.0,	3.0,	0.0
2011-02-15T01:55:00.000,	24014.36,	24706.0,	2274.96,	100.0,	3.0,	0.0
2011-02-15T01:55:04.000,	25334.81,	25587.34,	2738.85,	112.0,	3.0,	0.0
2011-02-15T01:55:08.000,	24089.71,	24863.2,	3061.07,	136.0,	3.0,	0.0
2011-02-15T01:55:12.000,	25414.19,	27365.3,	3538.99,	176.0,	3.0,	0.0
2011-02-15T01:55:16.000,	26742.68,	25830.79,	3568.94,	168.0,	3.0,	0.0
2011-02-15T01:55:20.000,	24202.75,	25099.01,	3292.61,	144.0,	3.0,	0.0
2011-02-15T01:55:24.000,	25533.25,	25993.08,	3165.59,	128.0,	3.0,	0.0
2011-02-15T01:55:28.000,	25572.94,	26074.23,	3036.03,	128.01,	3.0,	0.0
2011-02-15T01:55:32.000,	21722.11,	22052.57,	2354.53,	104.09,	3.0,	0.0
2011-02-15T01:55:36.000,	23054.62,	22120.99,	2136.28,	84.14,	3.0,	0.0
2011-02-15T01:55:40.000,	20488.56,	20538.11,	2073.73,	80.19,	3.0,	0.0
2011-02-15T01:55:44.000,	20520.21,	20601.43,	2170.7,	84.27,	3.0,	0.0
2011-02-15T01:55:48.000,	21856.75,	22326.25,	2268.94,	92.36,	3.0,	0.0
2011-02-15T01:55:52.000,	20583.52,	20728.09,	2041.77,	80.38,	3.0,	0.0
2011-02-15T01:55:56.000,	21924.07,	20791.42,	1893.09,	76.42,	3.0,	0.0
2011-02-15T01:56:00.000,	20646.82,	20016.36,	1658.91,	64.4,	3.0,	0.0
2011-02-15T01:56:04.000,	20678.47,	20077.14,	1671.66,	64.45,	3.0,	0.0
2011-02-15T01:56:08.000,	22025.05,	20981.4,	1852.84,	64.5,	3.0,	0.0
2011-02-15T01:56:12.000,	23375.65,	22736.76,	2036.58,	72.62,	3.0,	0.0
2011-02-15T01:56:16.000,	23411.32,	22805.18,	1966.38,	68.63,	3.0,	0.0
2011-02-15T01:56:20.000,	22126.03,	21171.38,	1636.51,	60.61,	3.0,	0.0
2011-02-15T01:56:24.000,	23482.66,	22942.02,	1735.39,	60.65,	3.0,	0.0
2011-02-15T01:56:28.000,	24843.3,	22154.24,	1573.32,	56.65,	3.0,	0.0
2011-02-15T01:56:32.000,	22227.01,	19643.87,	1408.7,	52.64,	3.0,	0.0
2011-02-15T01:56:36.000,	23589.67,	20563.4,	1507.58,	56.74,	3.0,	0.0
2011-02-15T01:56:40.000,	20297.82,	18032.66,	1295.12,	52.72,	3.0,	0.0
2011-02-15T01:56:44.000,	20994.98,	18952.19,	1349.34,	48.71,	3.0,	0.0
2011-02-15T01:56:48.000,	21026.63,	19007.88,	1313.6,	52.8,	3.0,	0.0
2011-02-15T01:56:52.000,	17715.69,	15577.66,	1094.77,	48.78,	3.0,	0.0
2011-02-15T01:56:56.000,	19081.36,	17371.21,	1148.35,	46.78,	3.0,	0.0
2011-02-15T01:57:00.000,	19110.0,	16545.24,	1063.81,	46.82,	3.0,	0.0
2011-02-15T01:57:04.000,	16452.51,	13955.95,	884.85,	46.85,	3.0,	0.0
2011-02-15T01:57:08.000,	17822.2,	15759.68,	984.69,	46.89,	3.0,	0.0
2011-02-15T01:57:12.000,	17848.83,	15805.19,	944.17,	46.92,	3.0,	0.0
2011-02-15T01:57:16.000,	16526.36,	14963.95,	903.02,	44.92,	3.0,	0.0
2011-02-15T01:57:20.000,	17902.08,	15896.2,	956.92,	44.95,	3.0,	0.0
2011-02-15T01:57:24.000,	17928.71,	15049.87,	915.13,	42.94,	3.0,	0.0
2011-02-15T01:57:28.000,	17955.34,	15092.83,	969.67,	42.97,	3.0,	0.0
2011-02-15T01:57:32.000,	19339.09,	16929.66,	1220.05,	49.15,	3.0,	0.0
2011-02-15T01:57:36.000,	18688.16,	16078.23,	1228.01,	45.09,	3.0,	0.0
2011-02-15T01:57:40.000,	18715.79,	16123.74,	1186.54,	47.17,	3.0,	0.0
2011-02-15T01:57:44.000,	18061.84,	15264.67,	1044.92,	47.21,	3.0,	0.0
2011-02-15T01:57:48.000,	18771.05,	15307.63,	1051.61,	45.19,	3.0,	0.0
2011-02-15T01:57:52.000,	17431.51,	14440.93,	957.51,	47.28,	3.0,	0.0
2011-02-15T01:57:56.000,	16772.54,	13569.13,	912.85,	45.25,	3.0,	0.0
2011-02-15T01:58:00.000,	16111.56,	13607.0,	867.55,	47.35,	3.0,	0.0
2011-02-15T01:58:04.000,	15448.57,	12727.57,	821.62,	43.26,	3.0,	0.0
2011-02-15T01:58:08.000,	14095.96,	11383.12,	775.05,	47.42,	3.0,	0.0
2011-02-15T01:58:12.000,	14805.17,	12798.21,	831.82,	43.33,	3.0,	0.0
2011-02-15T01:58:16.000,	15516.39,	13296.01,	836.91,	41.29,	3.0,	0.0
2011-02-15T01:58:20.000,	13467.13,	11013.89,	684.14,	43.39,	3.0,	0.0
2011-02-15T01:58:24.000,	14178.35,	11974.15,	741.22,	43.42,	3.0,	0.0
2011-02-15T01:58:28.000,	14891.58,	12473.22,	745.68,	43.46,	3.0,	0.0
2011-02-15T01:58:32.000,	14913.18,	12507.27,	803.73,	43.49,	3.0,	0.0
2011-02-15T01:58:36.000,	14240.14,	11603.65,	754.61,	43.52,	3.0,	0.0
2011-02-15T01:58:40.000,	15652.03,	12575.37,	759.07,	43.55,	3.0,	0.0
2011-02-15T01:58:44.000,	13584.69,	10723.9,	681.72,	43.58,	3.0,	0.0
2011-02-15T01:58:48.000,	14301.94,	11698.17,	685.71,	41.54,	3.0,	0.0
2011-02-15T01:58:52.000,	14322.54,	11255.74,	689.69,	41.57,	3.0,	0.0
2011-02-15T01:58:56.000,	15042.8,	12236.37,	749.17,	41.6,	3.0,	0.0
2011-02-15T01:59:00.000,	15064.4,	12269.15,	753.47,	43.71,	3.0,	0.0
2011-02-15T01:59:04.000,	13682.66,	10868.69,	701.64,	43.75,	3.0,	0.0
2011-02-15T01:59:08.000,	12296.89,	9939.62,	733.85,	41.69,	3.0,	0.0
2011-02-15T01:59:12.000,	13018.16,	9966.03,	709.61,	45.9,	3.0,	0.0
2011-02-15T01:59:16.000,	13741.44,	10955.57,	799.22,	41.75,	3.0,	0.0
2011-02-15T01:59:20.000,	12349.64,	10018.86,	774.98,	43.87,	3.0,	0.0
2011-02-15T01:59:24.000,	13073.92,	10529.38,	750.42,	48.09,	3.0,	0.0
2011-02-15T01:59:28.000,	11677.11,	9586.3,	725.54,	46.03,	3.0,	0.0
2011-02-15T01:59:32.000,	12402.39,	10098.09,	700.34,	43.97,	3.0,	0.0
2011-02-15T01:59:36.000,	12136.12,	9934.88,	690.92,	44.21,	3.0,	0.0
2011-02-15T01:59:40.000,	12200.38,	9996.67,	676.24,	43.68,	3.0,	0.0
2011-02-15T01:59:44.000,	12066.32,	9923.46,	664.71,	43.61,	3.0,	0.0
2011-02-15T01:59:48.000,	11998.36,	9895.25,	652.13,	43.39,	3.0,	0.0
2011-02-15T01:59:52.000,	11897.35,	9844.54,	640.08,	43.25,	1.0,	0.0
2011-02-15T01:59:56.000,	11796.34,	9793.83,	628.03,	43.1,	1.0,	0.0
2011-02-15T02:00:00.000,	11695.33,	9743.11,	615.98,	42.96,	1.0,	0.0
2011-02-15T02:00:04.000,	11594.33,	9692.4,	603.93,	42.81,	1.0,	0.0
2011-02-15T02:00:08.000,	11493.32,	9641.69,	591.87,	42.67,	1.0,	0.0
2011-02-15T02:00:12.000,	11392.31,	9590.98,	579.82,	42.52,	1.0,	0.0
2011-02-15T02:00:16.000,	11291.3,	9540.27,	567.77,	42.38,	1.0,	0.0
2011-02-15T02:00:20.000,	11190.29,	9489.56,	555.72,	42.23,	3.0,	0.0
2011-02-15T02:00:24.000,	11089.29,	9438.85,	543.67,	42.09,	3.0,	0.0
2011-02-15T02:00:28.000,	10988.28,	9388.13,	531.61,	41.94,	3.0,	0.0
2011-02-15T02:00:32.000,	10887.27,	9337.42,	519.56,	41.8,	3.0,	0.0
2011-02-15T02:00:36.000,	10973.91,	9428.09,	509.02,	41.66,	3.0,	0.0
2011-02-15T02:00:40.000,	10685.25,	9236.0,	495.46,	41.51,	3.0,	0.0
2011-02-15T02:00:44.000,	11522.5,	9892.2,	490.95,	41.41,	3.0,	0.0
2011-02-15T02:00:48.000,	12366.07,	9922.24,	486.44,	45.44,	3.0,	0.0
2011-02-15T02:00:52.000,	10012.07,	8056.6,	413.08,	43.27,	3.0,	0.0
2011-02-15T02:00:56.000,	9649.45,	8080.91,	409.22,	45.23,	3.0,	0.0
2011-02-15T02:01:00.000,	10090.95,	8105.23,	405.36,	43.07,	3.0,	0.0
2011-02-15T02:01:04.000,	10535.61,	8448.35,	434.95,	40.92,	3.0,	0.0
2011-02-15T02:01:08.000,	10983.42,	8473.61,	430.76,	40.82,	3.0,	0.0
2011-02-15T02:01:12.000,	9392.53,	7536.74,	393.76,	42.76,	3.0,	0.0
2011-02-15T02:01:16.000,	9838.77,	8202.48,	454.88,	42.65,	3.0,	0.0
2011-02-15T02:01:20.000,	9465.1,	7581.55,	418.2,	36.47,	3.0,	0.0
2011-02-15T02:01:24.000,	9914.49,	8251.11,	414.02,	40.42,	3.0,	0.0
2011-02-15T02:01:28.000,	9537.67,	7301.84,	409.83,	42.34,	3.0,	0.0
2011-02-15T02:01:32.000,	10406.48,	8299.73,	436.85,	42.24,	3.0,	0.0
2011-02-15T02:01:36.000,	10028.08,	7997.61,	432.34,	40.13,	3.0,	0.0
2011-02-15T02:01:40.000,	10065.94,	8020.97,	397.27,	42.03,	3.0,	0.0
2011-02-15T02:01:44.000,	9261.82,	7387.65,	347.73,	44.0,	3.0,	0.0
2011-02-15T02:01:48.000,	9296.53,	7079.81,	358.98,	40.0,	3.0,	0.0
2011-02-15T02:01:52.000,	10603.68,	8421.3,	414.31,	40.0,	3.0,	0.0
2011-02-15T02:01:56.000,	8940.22,	7120.81,	351.25,	42.0,	3.0,	0.0
2011-02-15T02:02:00.000,	9400.65,	7473.46,	347.39,	44.0,	3.0,	0.0
2011-02-15T02:02:04.000,	9435.36,	7161.81,	343.53,	40.0,	3.0,	0.0
2011-02-15T02:02:08.000,	8178.69,	6180.12,	283.05,	40.0,	3.0,	0.0
2011-02-15T02:02:12.000,	8640.7,	6532.78,	293.82,	42.0,	3.0,	0.0
2011-02-15T02:02:16.000,	8672.26,	6551.37,	262.78,	40.0,	3.0,	0.0
2011-02-15T02:02:20.000,	9139.0,	6906.88,	259.72,	40.0,	3.0,	0.0
2011-02-15T02:02:24.000,	9172.13,	6588.56,	256.66,	40.0,	3.0,	0.0
2011-02-15T02:02:28.000,	8766.91,	6268.32,	226.91,	40.0,	3.0,	0.0
2011-02-15T02:02:32.000,	9238.39,	6965.52,	224.17,	38.0,	3.0,	0.0
2011-02-15T02:02:36.000,	7505.51,	5622.13,	208.41,	40.0,	3.0,	0.0
2011-02-15T02:02:40.000,	8861.57,	6321.24,	231.56,	40.0,	3.0,	0.0
2011-02-15T02:02:44.000,	8893.12,	5996.23,	228.66,	40.0,	3.0,	0.0
2011-02-15T02:02:48.000,	8924.67,	6356.51,	213.22,	42.0,	3.0,	0.0
2011-02-15T02:02:52.000,	8956.23,	6374.15,	235.25,	40.0,	3.0,	0.0
2011-02-15T02:02:56.000,	8089.0,	5700.79,	195.53,	40.0,	3.0,	0.0
2011-02-15T02:03:00.000,	8568.36,	6062.98,	192.95,	42.0,	3.0,	0.0
2011-02-15T02:03:04.000,	8145.79,	5732.25,	190.37,	40.0,	3.0,	0.0
2011-02-15T02:03:08.000,	8628.31,	6096.35,	199.53,	42.0,	3.0,	0.0
2011-02-15T02:03:12.000,	8202.59,	5763.72,	173.64,	38.0,	3.0,	0.0
2011-02-15T02:03:16.000,	7773.71,	5254.04,	171.23,	38.0,	3.0,	0.0
2011-02-15T02:03:20.000,	8718.24,	5795.18,	191.32,	40.0,	3.0,	0.0
2011-02-15T02:03:24.000,	8287.78,	5458.74,	166.4,	42.0,	3.0,	0.0
2011-02-15T02:03:28.000,	7392.16,	5120.38,	163.98,	38.0,	3.0,	0.0
2011-02-15T02:03:32.000,	7417.4,	4780.13,	150.8,	40.0,	3.0,	0.0
2011-02-15T02:03:36.000,	7442.64,	4970.52,	159.15,	40.0,	3.0,	0.0
2011-02-15T02:03:40.000,	7467.88,	4983.86,	156.74,	38.0,	3.0,	0.0
2011-02-15T02:03:44.000,	7024.8,	4640.27,	164.61,	40.0,	3.0,	0.0
2011-02-15T02:03:48.000,	7988.26,	5189.51,	182.29,	42.0,	3.0,	0.0
2011-02-15T02:03:52.000,	8015.08,	5203.33,	159.46,	42.0,	3.0,	0.0
2011-02-15T02:03:56.000,	7568.85,	4857.36,	156.88,	40.0,	3.0,	0.0
2011-02-15T02:04:00.000,	6882.15,	4329.09,	144.66,	42.0,	3.0,	0.0
2011-02-15T02:04:04.000,	7063.85,	4437.44,	146.67,	41.74,	3.0,	0.0
2011-02-15T02:04:08.000,	6956.08,	4333.59,	143.94,	42.24,	3.0,	0.0
2011-02-15T02:04:12.000,	7022.0,	4357.06,	144.05,	42.28,	3.0,	0.0
2011-02-15T02:04:16.000,	7030.02,	4338.09,	143.22,	42.47,	3.0,	0.0
2011-02-15T02:04:20.000,	7066.99,	4340.34,	142.86,	42.59,	1.0,	0.0
2011-02-15T02:04:24.000,	7103.95,	4342.59,	142.5,	42.71,	1.0,	0.0
2011-02-15T02:04:28.000,	7140.92,	4344.84,	142.14,	42.82,	1.0,	0.0
2011-02-15T02:04:32.000,	7177.89,	4347.09,	141.78,	42.94,	1.0,	0.0
2011-02-15T02:04:36.000,	7214.86,	4349.34,	141.42,	43.06,	1.0,	0.0
2011-02-15T02:04:40.000,	7251.83,	4351.59,	141.06,	43.18,	1.0,	0.0
2011-02-15T02:04:44.000,	7288.8,	4353.84,	140.7,	43.29,	1.0,	0.0
2011-02-15T02:04:48.000,	7325.76,	4356.09,	140.34,	43.41,	3.0,	0.0
2011-02-15T02:04:52.000,	7362.73,	4358.34,	139.98,	43.53,	3.0,	0.0
2011-02-15T02:04:56.000,	7399.7,	4360.59,	139.62,	43.65,	3.0,	0.0
2011-02-15T02:05:00.000,	7436.67,	4362.84,	139.26,	43.76,	3.0,	0.0
2011-02-15T02:05:04.000,	7462.99,	4319.44,	135.24,	42.66,	3.0,	0.0
2011-02-15T02:05:08.000,	7510.6,	4367.33,	138.54,	44.0,	3.0,	0.0
2011-02-15T02:05:12.000,	7494.33,	4141.38,	119.86,	38.0,	3.0,	0.0
2011-02-15T02:05:16.000,	7478.05,	4351.36,	118.51,	42.0,	3.0,	0.0
2011-02-15T02:05:20.000,	7748.76,	4126.2,	108.78,	44.0,	3.0,	0.0
2011-02-15T02:05:24.000,	7159.12,	3901.85,	107.53,	40.0,	3.0,	0.0
2011-02-15T02:05:28.000,	6857.73,	3678.29,	114.44,	40.0,	3.0,	0.0
2011-02-15T02:05:32.000,	6272.48,	3455.53,	121.16,	40.0,	3.0,	0.0
2011-02-15T02:05:36.000,	6827.68,	3880.28,	127.69,	42.0,	3.0,	0.0
2011-02-15T02:05:40.000,	6812.65,	3873.09,	141.91,	44.0,	3.0,	0.0
2011-02-15T02:05:44.000,	7080.86,	4080.67,	140.16,	42.0,	3.0,	0.0
2011-02-15T02:05:48.000,	7347.81,	4073.08,	146.11,	42.0,	3.0,	0.0
2011-02-15T02:05:52.000,	7049.55,	4065.5,	159.46,	40.0,	3.0,	0.0
2011-02-15T02:05:56.000,	5908.47,	3417.19,	127.44,	40.0,	3.0,	0.0
2011-02-15T02:06:00.000,	6456.79,	3410.8,	133.19,	42.0,	3.0,	0.0
2011-02-15T02:06:04.000,	6722.49,	3829.96,	131.45,	44.0,	3.0,	0.0
2011-02-15T02:06:08.000,	6427.98,	3398.02,	122.5,	40.0,	3.0,	0.0
2011-02-15T02:06:12.000,	5298.18,	2967.67,	113.74,	42.0,	3.0,	0.0
2011-02-15T02:06:16.000,	6399.18,	3385.24,	133.23,	44.0,	3.0,	0.0
