      70.7107      49
      70.0071      50
      69.3109      46
      68.6222      45
      67.9412      45
      67.2681      45
      66.6033      45
      65.9469      45
      65.2993      44
      64.6607      44
      64.0312      45
      63.4114      45
      62.8013      43
      62.2013      43
      61.6117      42
      61.0328      42
      60.4649      42
      59.9083      45
      59.3633      46
      58.8303      47
      58.3095      47
      57.8014      43
      57.3062      41
      56.8243      40
      56.3560      39
      55.9017      41
      55.4617      43
      55.0364      42
      54.6260      44
      54.2310      43
      53.8516      41
      53.4883      42
      53.1413      42
      52.8110      44
      52.4976      43
      52.2015      41
      51.9230      41
      51.6624      42
      51.4198      44
      51.1957      44
      50.9902      44
      50.8035      44
      50.6360      44
      50.4876      49
      50.3587      48
      50.2494      51
      50.1597      47
      50.0899      46
      50.0400      46
      50.0100      48
      50.0000      48
      50.0100      49
      50.0400      49
      50.0899      54
      50.1597      56
      50.2494      54
      50.3587      57
      50.4876      60
      50.6360      63
      50.8035      63
      50.9902      58
      51.1957      58
      51.4198      60
      51.6624      60
      51.9230      59
      52.2015      58
      52.4976      56
      52.8110      61
      53.1413      61
      53.4883      62
      53.8516      61
      54.2310      60
      54.6260      60
      55.0364      63
      55.4617      62
      55.9017      70
      56.3560      66
      56.8243      53
      57.3062      53
      57.8014      53
      58.3095      57
      58.8303      60
      59.3633      58
      59.9083      61
      60.4649      65
      61.0328      67
      61.6117      69
      62.2013      69
      62.8013      68
      63.4114      67
      64.0312      70
      64.6607      61
      65.2993      64
      65.9469      67
      66.6033      71
      67.2681      76
      67.9412      75
      68.6222      72
      69.3109      77
      70.0071      79
      70.7107      90
      70.0071      49
      69.2965      50
      68.5930      46
      67.8970      45
      67.2086      45
      66.5282      45
      65.8559      46
      65.1920      48
      64.5368      44
      63.8905      44
      63.2535      44
      62.6259      42
      62.0081      42
      61.4003      42
      60.8030      43
      60.2163      43
      59.6406      42
      59.0762      44
      58.5235      46
      57.9828      47
      57.4543      42
      56.9386      42
      56.4358      41
      55.9464      42
      55.4707      42
      55.0091      42
      54.5619      41
      54.1295      42
      53.7122      44
      53.3104      44
      52.9245      41
      52.5547      42
      52.2015      42
      51.8652      43
      51.5461      43
      51.2445      42
      50.9608      40
      50.6952      41
      50.4480      43
      50.2195      44
      50.0100      44
      49.8197      44
      49.6488      47
      49.4975      50
      49.3660      49
      49.2544      50
      49.1630      47
      49.0918      46
      49.0408      46
      49.0102      49
      49.0000      49
      49.0102      51
      49.0408      50
      49.0918      53
      49.1630      48
      49.2544      51
      49.3660      54
      49.4975      58
      49.6488      62
      49.8197      62
      50.0100      58
      50.2195      59
      50.4480      59
      50.6952      60
      50.9608      59
      51.2445      63
      51.5461      64
      51.8652      63
      52.2015      62
      52.5547      63
      52.9245      62
      53.3104      63
      53.7122      64
      54.1295      64
      54.5619      63
      55.0091      68
      55.4707      66
      55.9464      56
      56.4358      56
      56.9386      62
      57.4543      59
      57.9828      56
      58.5235      57
      59.0762      60
      59.6406      64
      60.2163      67
      60.8030      70
      61.4003      70
      62.0081      69
      62.6259      64
      63.2535      67
      63.8905      62
      64.5368      63
      65.1920      67
      65.8559      70
      66.5282      73
      67.2086      74
      67.8970      72
      68.5930      77
      69.2965      79
      70.0071      92
      69.3109      50
      68.5930      48
      67.8822      46
      67.1789      45
      66.4831      45
      65.7951      45
      65.1153      46
      64.4438      48
      63.7809      45
      63.1269      47
      62.4820      46
      61.8466      42
      61.2209      42
      60.6053      42
      60.0000      43
      59.4054      43
      58.8218      43
      58.2495      44
      57.6888      46
      57.1402      47
      56.6039      41
      56.0803      41
      55.5698      41
      55.0727      42
      54.5894      42
      54.1202      42
      53.6656      39
      53.2259      41
      52.8015      43
      52.3927      44
      52.0000      40
      51.6236      40
      51.2640      41
      50.9215      43
      50.5964      43
      50.2892      42
      50.0000      40
      49.7293      40
      49.4773      41
      49.2443      43
      49.0306      43
      48.8365      43
      48.6621      46
      48.5077      49
      48.3735      47
      48.2597      46
      48.1664      46
      48.0937      46
      48.0416      46
      48.0104      54
      48.0000      53
      48.0104      52
      48.0416      51
      48.0937      49
      48.1664      48
      48.2597      49
      48.3735      53
      48.5077      55
      48.6621      56
      48.8365      59
      49.0306      60
      49.2443      60
      49.4773      59
      49.7293      59
      50.0000      59
      50.2892      62
      50.5964      64
      50.9215      63
      51.2640      62
      51.6236      63
      52.0000      63
      52.3927      63
      52.8015      64
      53.2259      64
      53.6656      67
      54.1202      65
      54.5894      65
      55.0727      64
      55.5698      59
      56.0803      64
      56.6039      61
      57.1402      57
      57.6888      63
      58.2495      64
      58.8218      64
      59.4054      67
      60.0000      71
      60.6053      70
      61.2209      70
      61.8466      64
      62.4820      68
      63.1269      69
      63.7809      66
      64.4438      67
      65.1153      68
      65.7951      71
      66.4831      72
      67.1789      72
      67.8822      75
      68.5930      79
      69.3109      91
      68.6222      51
      67.8970      48
      67.1789      46
      66.4680      46
      65.7647      47
      65.0692      45
      64.3817      45
      63.7024      45
      63.0317      45
      62.3699      48
      61.7171      47
      61.0737      43
      60.4401      42
      59.8164      42
      59.2030      42
      58.6003      43
      58.0086      44
      57.4282      44
      56.8595      45
      56.3028      47
      55.7584      41
      55.2268      41
      54.7083      41
      54.2033      41
      53.7122      42
      53.2353      39
      52.7731      38
      52.3259      40
      51.8941      42
      51.4781      42
      51.0784      40
      50.6952      40
      50.3289      41
      49.9800      42
      49.6488      40
      49.3356      41
      49.0408      45
      48.7647      42
      48.5077      41
      48.2701      42
      48.0521      43
      47.8539      42
      47.6760      41
      47.5184      46
      47.3814      46
      47.2652      46
      47.1699      47
      47.0956      46
      47.0425      55
      47.0106      55
      47.0000      54
      47.0106      53
      47.0425      52
      47.0956      50
      47.1699      55
      47.2652      52
      47.3814      52
      47.5184      53
      47.6760      55
      47.8539      59
      48.0521      60
      48.2701      61
      48.5077      58
      48.7647      53
      49.0408      57
      49.3356      60
      49.6488      62
      49.9800      62
      50.3289      61
      50.6952      62
      51.0784      63
      51.4781      63
      51.8941      63
      52.3259      64
      52.7731      66
      53.2353      65
      53.7122      65
      54.2033      66
      54.7083      62
      55.2268      65
      55.7584      64
      56.3028      62
      56.8595      63
      57.4282      64
      58.0086      64
      58.6003      66
      59.2030      73
      59.8164      72
      60.4401      73
      61.0737      67
      61.7171      68
      62.3699      70
      63.0317      68
      63.7024      67
      64.3817      66
      65.0692      71
      65.7647      70
      66.4680      70
      67.1789      73
      67.8970      77
      68.6222      87
      67.9412      52
      67.2086      48
      66.4831      46
      65.7647      46
      65.0538      50
      64.3506      45
      63.6553      45
      62.9682      45
      62.2896      46
      61.6198      48
      60.9590      47
      60.3075      43
      59.6657      42
      59.0339      42
      58.4123      42
      57.8014      46
      57.2014      45
      56.6127      44
      56.0357      41
      55.4707      41
      54.9181      41
      54.3783      41
      53.8516      41
      53.3385      41
      52.8394      42
      52.3546      40
      51.8845      38
      51.4296      43
      50.9902      40
      50.5668      40
      50.1597      40
      49.7695      40
      49.3964      41
      49.0408      41
      48.7032      40
      48.3839      41
      48.0833      47
      47.8017      42
      47.5395      42
      47.2969      43
      47.0744      45
      46.8722      43
      46.6905      42
      46.5296      46
      46.3897      46
      46.2709      50
      46.1736      49
      46.0977      50
      46.0435      54
      46.0109      55
      46.0000      54
      46.0109      48
      46.0435      53
      46.0977      56
      46.1736      59
      46.2709      54
      46.3897      53
      46.5296      53
      46.6905      58
      46.8722      59
      47.0744      57
      47.2969      55
      47.5395      56
      47.8017      50
      48.0833      55
      48.3839      58
      48.7032      60
      49.0408      63
      49.3964      61
      49.7695      62
      50.1597      63
      50.5668      63
      50.9902      63
      51.4296      62
      51.8845      64
      52.3546      64
      52.8394      64
      53.3385      67
      53.8516      64
      54.3783      65
      54.9181      65
      55.4707      64
      56.0357      64
      56.6127      64
      57.2014      68
      57.8014      70
      58.4123      76
      59.0339      76
      59.6657      76
      60.3075      67
      60.9590      68
      61.6198      70
      62.2896      68
      62.9682      68
      63.6553      64
      64.3506      70
      65.0538      70
      65.7647      68
